cust_no,recommended_products
0185206E7A2B873333717FE65D2D37ED,"D0003,D0001,C0012,D0002,C0022"
01A350E2B65FDDF74C1A37083724534E,"C0012,C0040,C0034,C0014,D0002"
01CB8D87F4257D0C14C64AEA3AFA9953,"D0006,C0016,C0045,C0013,A0037"
01DA7E79D74BA1EC9C3BF9ABDE81ACAA,"D0009,C0019,C0025,C0030,C0031"
01E388EBC3735A985D666E1B51CD7A22,"C0041,C0040,C0037,C0020,D0014"
01E517B700E0D64EC7D10CE0D80995DF,"C0011,C0036,C0024,C0014,C0044"
02060D150F4CB8E22E48E4B32386ECF0,"D0004,C0013,C0022,C0039,C0006"
02297991487D27DF76D5C650602E7189,"D0007,C0011,C0012,C0026,C0041"
022D535DB41FD89F678055214FC93E43,"C0026,C0016,C0015,C0034,C0045"
0234EDA55D4A9B4DF6131B2DDCF9D3B9,"D0004,C0011,C0036,C0018,D0013"
023D0614583274A69478987CD0413CC1,"D0001,D0004,D0006,D0005,D0011"
024C47A9B64AF12EEA4F8E68BAC72D61,"D0006,D0008,C0031,C0017,A0036"
024D9E4B4DEC8AE309B6F25C6E74876A,"C0011,C0027,C0044,C0002,C0003"
0252E5514D701D608308919AADA63848,"D0005,D0008,C0038,C0035,C0042"
0255EB734611C575EC4D634BE9289F27,"D0001,D0003,D0005,D0014,D0010"
02644D61B508DA4D0F67D599C8756707,"C0011,D0006,C0031,C0039,C0037"
028E39223AF7B5C78134DCE73822A38B,"D0001,C0012,C0028,D0012,A0037"
02945081048160CC85BA4D21C5197022,"D0006,D0002,D0007,D0010,D0008"
02BEB0F0BF4858E708CA32AC3386190E,"D0001,D0008,C0039,C0013,C0043"
02C28CF921A77107D63E02390532A2D1,"D0002,C0025,C0020,C0045,C0001"
02D2BD3EAA5402A7035D330342AC48EA,"D0001,C0035,C0036,C0014,C0025"
02E111CAC093DDF722A25FB2BD195A86,"C0022,C0034,C0030,C0027,C0018"
02E1CAE51C9E41D8676ED9400B757DB7,"D0001,D0003,D0006,D0005,D0008"
02E34086C24AEBC2F307B2A9448BD1FC,"D0001,D0002,C0044,C0026,D0008"
02E526318EFC8200798B449C99E68B70,"C0011,C0013,C0037,C0002,A0039"
02FF49CF031624A86E8D1599B3831F08,"D0002,C0043,C0008,C0001,A0006"
031BD27CB3EDC8B84E48F29BBE8587BC,"D0008,C0037,C0021,D0012,C0005"
03218BED9673419F666A6C0E33C961D4,"C0035,C0039,C0037,C0008,C0010"
032A5A12B980C00FC37BDAB64574C0A1,"D0009,C0023,T0001,C0007,A0038"
034667A8F66528A65626ACFA7730CBD0,"D0004,D0002,C0019,C0001,A0038"
0349D3FE6F22F18039A8A04112ED2D7D,"D0007,D0002,C0014,C0031,C0006"
0353BDFFF0B80E680E82604FC65D2C1A,"D0001,D0011,D0004,C0012,D0002"
036747D811703A6F438D32FEFF687277,"D0002,D0005,D0010,D0009,C0011"
036F4F6C77E828929F94A2F16466084E,"D0004,C0035,C0004,C0010,A0040"
0387EBC476BC5B2BC766995745BA4473,"D0011,C0007,D0009,C0042,D0013"
038A9CDF84EA3273853869860575F67A,"C0011,C0022,C0014,C0006,C0007"
0399CA0D68C470BCD90EBAE778E4F71D,"C0011,C0016,D0008,C0008,C0004"
03ACFB119E370FEAB3FE0250FED96AA0,"D0003,A0008,C0006,A0006,A0010"
03C048F7E810AC5BAEDF01CC20B09132,"C0045,C0027,C0028,C0007,C0003"
03C8E6B096A46BB3611F61FDD9CA122E,"D0006,D0007,D0005,D0010,D0009"
03DEDF000E4629C630BA9A10F3856254,"D0010,D0002,C0038,C0040,C0024"
03F5A5524CBD68A392103C9533BBF5BC,"C0018,C0020,T0001,C0006,A0040"
040037F9CA2FA78871D1C855951A2FE0,"D0001,D0004,D0002,D0007,D0005"
040CBAED1B5D749678735879F70AA4E7,"D0005,C0016,C0033,C0045,D0008"
042ECA1FCCA64CA85B6370FCFD15007A,"D0002,C0036,C0030,C0043,C0029"
04362256C295F51EE39064C4A6E36503,"D0004,D0014,C0045,C0028,C0030"
043878FD300873A417F98DF870D131F2,"D0014,C0021,C0036,C0031,A0035"
0438872C6B2F9AB980D4C10BCDC51DD3,"C0031,C0015,C0026,C0028,D0009"
04501C2A925FFC52DA07079148079482,"D0007,D0010,C0012,C0041,D0012"
04504D662ADF34F699BCD7CEC75CF4AF,"D0006,C0032,C0014,C0034,A0035"
046215709140E5B11D3621DAD369081F,"D0004,D0002,C0037,C0022,C0001"
046BDF4C64A8A82C4F1D5D31E1F10732,"C0013,C0041,C0039,C0027,C0040"
0492E656BA05FC0EDA47DD3DCD29D0DE,"D0005,D0006,D0002,D0007,D0009"
04AB92581776CF57CD7612FD9EA91568,"D0005,C0011,C0018,C0040,C0019"
04C7D1ABC82E68793243026232C9D554,"D0004,D0009,C0031,D0014,A0021"
04CC18A6DCD8144662FA19FEAE9960B9,"D0007,D0002,C0034,C0037,C0035"
04D0B5E7EB4D5A3CA8A94B8818BEB86A,"D0013,C0015,C0023,C0040,A0039"
04DF7D1178E0AC8E2E72EBF9F8050FD3,"C0025,C0040,C0026,C0044,D0012"
04F9FF41889CC54AB05802774C4DB209,"C0028,C0031,C0022,C0018,T0001"
05316FD790AF6A13FC4F1819AA92F2D9,"D0003,C0041,C0034,C0007,C0004"
05377409A9D3E02FE16A362C56290893,"D0005,D0007,D0006,C0015,C0035"
054C559CAB72B821A5BBFC7DC1D29E66,"D0004,D0011,D0012,D0013,D0002"
056134D447976C1C4F38BB3CFEDA8756,"D0004,C0011,C0032,D0006,D0012"
056CEFA9B8502DDA8F4B760F6C3A9095,"D0010,C0025,C0021,C0044,A0006"
0572BA56AE8B1E17970DDDC238D8CF2E,"C0033,C0027,C0016,C0036,C0034"
058EDD73DB4CC2C26AFF5E50AB85B185,"D0004,C0014,C0017,C0033,C0019"
0594BACF0CF8710349377EBDE1699163,"D0003,C0032,C0034,C0040,C0039"
05B0F6013E429FCEEEAB294AFE886868,"D0001,D0003,D0004,D0002,D0007"
05C073908A4FE848FB568C5B67E702CF,"C0012,C0024,C0027,C0022,C0028"
05D34667CF7E9A037555B2BA5D0B9760,"A0150,A0147,D0001,A0009,D0003"
05EE4050B55FCF6403F6C665F086CE4C,"D0002,C0030,C0025,C0016,C0036"
05F19C3FFC6B133762E3F2E776FA517F,"C0045,C0041,C0021,C0031,D0010"
05FA40DB2EA993AF6B376849B42F9CCA,"D0001,D0002,C0019,C0024,C0013"
05FBC14E113868A633B03B631348521F,"C0012,C0035,C0031,C0021,C0037"
0616CA8DC24E671B2A5723267F8F252B,"C0014,C0029,C0042,C0026,C0017"
061B66309EA23EFE5C1E67D8713A9281,"D0002,C0011,C0039,C0022,C0023"
062C19381B35BBBC8A934F710733806A,"D0004,D0002,D0009,D0008,C0033"
062FD3C7EFC686AC35C95AF0A1012DF8,"A0038,A0024,D0011,C0001,C0006"
06318C93387D5F81A07484E7821D1018,"D0006,D0002,C0020,C0044,C0040"
063201FEBCE067D9D6EB408FAC057CC1,"D0014,C0044,C0031,C0032,T0001"
0637B8A84474DB3DAFD1B86B217DFFCA,"D0010,D0014,D0013,C0022,C0023"
063B0D8D230CA5431DCD1511FBEC6128,"D0003,D0002,D0012,C0020,C0038"
065B4DC912B7848158FC3F4B82E1D205,"D0006,C0022,C0017,C0039,C0028"
06620DA0732DC2C2EB3D292C855CE2FB,"D0004,D0006,D0013,D0007,D0010"
06684C125A478BB94680694BCF87D7D7,"C0012,D0009,C0044,C0028,C0008"
069F89318E2E43B2EFB8E119C1C57C71,"C0030,C0035,D0013,T0001,A0035"
06BAEA61EF7E587F7454348642BD68BC,"D0001,D0005,D0011,C0027,C0041"
06C912D87EDD015D0AFDA9137773B835,"D0004,C0018,C0038,C0027,C0025"
06CB09283CBC312F49128CE2273E04E8,"D0001,C0025,C0027,C0007,D0013"
06EE25EAFCED5E06B7D5181514B5590B,"C0022,C0028,C0040,D0012,A0036"
06EF206A326CD0895A3F597954BBD324,"C0033,C0030,C0015,C0022,C0025"
06F1A01E2D546149306199F894F98232,"D0001,C0030,C0017,C0022,C0041"
070729D4FF6E58FECB3AD667906FBC42,"C0008,C0042,C0032,C0034,C0013"
071197CDBC2EC895CACB23EAE64672FA,"D0009,C0041,C0030,C0005,C0006"
07294F6135F36D81241278AD1180ABAA,"D0007,C0019,C0028,C0039,C0022"
072AE0832E27B555B0D72D83E3C949B9,"D0003,D0011,D0007,C0025,C0024"
075DBD9C0F18526A7247A7A6222CA1F2,"C0040,C0013,C0025,C0029,D0012"
078A8C834CC2CD95217B0A46CB696985,"D0002,C0037,C0030,C0043,C0006"
0792A3A73D088E67218F6CDDBE59C5C6,"D0005,C0041,C0029,C0028,C0033"
079AB221C55EFD50E5F8B79EDA76FE8E,"D0011,C0039,C0038,C0036,C0043"
079AFB86B27FD5A67E863C04D98C74C0,"C0041,C0028,C0007,D0012,C0003"
07A8F847BCA108F3C52F98774F167378,"C0015,C0041,C0039,C0021,C0001"
07AC19A444B1A83D82A126F890C8A386,"D0004,D0008,C0015,C0035,C0028"
07B4C2DA85376DCAFE07A3D8D428C33B,"C0012,C0022,C0036,C0014,C0030"
07BCAB5F7EF0295193FF42A69792B5D2,"C0016,C0039,C0020,T0001,C0003"
07CF21BA923BDF896B6C8DF7E7B461DC,"D0011,D0013,C0032,C0018,C0016"
07D0CE959729427F7BA73A6B487E3ABA,"D0004,D0007,C0034,D0012,A0023"
07F4CE04C250374603ADF1C1C82348D2,"D0002,C0023,D0010,C0006,C0009"
0802BEFF3039DBE82489706FB38B3195,"D0002,C0045,C0016,C0034,C0043"
0804FB527B5794AE0317FBF2FBB7346C,"D0011,D0014,C0020,C0028,C0039"
08160FBF47BE9095F63D923566DEE0D2,"D0011,D0008,C0033,C0037,C0022"
08250924E46BE7DE80A55AD6BFA9031C,"D0005,C0012,C0014,C0023,C0044"
082D4C6FBB4F92DBFCD2F441367408F0,"D0001,D0006,D0012,D0014,D0008"
08369ABE9F22B60850CDC55EDB85A022,"D0006,D0009,C0008,C0015,D0014"
083B9E9A198CF56AAFD1E76E17B9271D,"D0005,D0002,C0016,C0043,T0001"
085A4395983EF2398726EEC19BB8E35D,"C0021,C0040,C0027,C0029,A0008"
08605E160B195EEB2A566D3A446820EE,"D0006,C0031,C0041,C0038,C0020"
086406C23E0844A3754B56053FF42C3A,"C0014,C0035,C0026,D0014,A0008"
086782F78C726524D099710615C4C719,"C0021,C0027,C0039,C0031,C0009"
08745E760D644D7ECE1EEAC200406E00,"D0001,C0024,C0027,C0015,D0014"
087700FE21F116407507FC7A165E91B6,"D0009,C0012,C0027,C0020,C0026"
087C229AEB1E35030E8459B16898BD8B,"D0004,D0006,C0012,C0037,D0010"
087C659C3D25B6F1AE882B5781139A0A,"D0003,D0005,D0011,C0022,D0014"
087C7C4B82AA7A0079E2D58E274ECB76,"D0004,C0024,C0021,C0026,C0035"
089A9ACAB4E56E9F435A4C817E0E1B5B,"D0011,D0010,C0042,C0016,C0017"
08A142B6C311FA6F202005957C87BCA4,"D0003,C0007,C0031,C0032,C0018"
08BA7A26BD50BE656BF51746DB501339,"C0012,C0033,C0024,C0035,C0041"
08BC9AF34349359E6B460DC7DFECE8ED,"D0007,C0017,C0033,C0037,C0036"
08D5071F136B5DE462840158FA894D2A,"C0015,C0019,C0043,C0031,C0022"
08D7E87C398E0DAF26D8EC56E6AFF0D5,"D0004,C0041,C0019,C0023,A0008"
08E82D6F1517050824E8E045392B5F9E,"D0007,D0005,C0012,C0039,C0026"
08F7A24E1E7D07624F68F6D9F60D096D,"D0004,C0018,C0020,C0036,C0045"
0917474AF7BDB95214E7EF8909642662,"D0002,C0007,C0027,C0041,D0014"
092B29E4F172AF490C9FCA3BCE906E45,"D0011,C0012,C0044,D0014,A0036"
09428A032231D6582FF7C37B9177845E,"C0021,C0041,C0043,C0031,C0006"
09594D17FB3FF0D9E9A039284347A96A,"D0002,D0011,D0010,C0011,C0036"
096E1F02E73A4EE110D9181F49AB182F,"D0002,D0007,D0005,D0009,D0008"
0983AF73A71038E55BACB2B75EB4AFA1,"D0008,D0009,C0038,C0013,C0040"
098FEC2091236BFD9510F30EE49E8A3C,"D0006,D0009,C0026,C0014,C0044"
09A7DDD56381080390DF0FBDA8D2F4C8,"C0045,A0008,C0005,A0006,C0009"
09AAA507F524A307D1C21EEF6CF81C93,"D0001,D0003,D0004,D0006,D0011"
09ADC603FC544EE2C8494448124CE275,"C0035,C0039,C0044,C0014,C0022"
09CB8245ABC37C3DE25898652B0A3F4D,"D0001,D0011,D0010,C0024,C0028"
09DDB3BC1A0DB3A732BDBD676DED891E,"D0007,C0007,C0025,C0029,C0023"
09DF2BE4F8803095DB860EAF34D957DA,"C0019,C0023,C0017,T0001,A0013"
09E3426CFDB6ACD42E15ED1155551ACF,"D0009,C0012,C0040,C0028,C0026"
09E7BBF65AA65D6E6FD02F2161968E6A,"D0004,D0011,C0020,C0017,C0031"
09F0AB75EC6884E6F95DDEE4AC0416EC,"D0001,C0031,C0015,A0008,A0006"
09F46547640B54550AB3E17C8E36A561,"D0011,D0001,D0004,D0006,C0003"
09FAD012F982DB1FB1CCDFB760B81298,"D0003,D0006,D0011,C0007,C0012"
0A03C7B5CA48D6AE94522AEA0FBD9313,"D0001,D0011,C0015,C0024,C0041"
0A18AD0748A3C16A0E52E4D80ECBB03C,"D0007,D0002,C0011,C0024,C0043"
0A2CD3B7F5EDD7985E9FC50544C1F63B,"D0003,C0026,C0022,C0023,D0013"
0A47CB33B36C3819526E83435C98A717,"D0001,C0018,C0045,C0033,C0025"
0A6FAEFCD6B8FDDA2BB14DBCB1DD0FB6,"D0011,C0045,C0035,T0001,C0001"
0A77CF82E6B4F358B4F2727CC0451C7C,"D0002,C0037,C0035,C0033,C0028"
0A84A9B71418524C7C0215D3EC588FEB,"D0008,C0045,C0018,C0033,C0039"
0A89DB420C6171144D20347B9EC38FB1,"D0003,C0040,C0015,C0004,A0040"
0ADD746393C2572776540697F4DFAA5E,"C0027,C0034,C0001,A0036,C0002"
0AFA8D56BFF13DE53F0B49919DADFF03,"D0004,D0005,D0011,C0020,C0045"
0B047914E8D578DA1807B8CD695B8AFF,"D0001,D0013,C0038,C0019,C0032"
0B14B13E9699A74465D6A2EC39AB5B61,"C0011,D0010,D0008,C0022,C0014"
0B1D417E5F3EE6B300A504B065BE119C,"C0028,C0024,C0031,C0023,C0016"
0B774271EFB5FDC4A8978CFDFA96916C,"D0006,C0029,C0016,C0040,C0019"
0B7869415286986F58900E1A64977585,"C0045,C0029,C0044,C0008,A0035"
0B839E0F992D9101A2D7577401D5A980,"D0006,C0007,C0025,C0032,C0035"
0B860856FCAE6F5FE347D479A4C47F21,"D0011,C0008,C0025,C0043,C0035"
0B9AE2BCC8F310E87DC4307A60FF4DB4,"D0004,D0007,C0011,C0044,C0037"
0BA55BF796581736AB75D4400371166A,"D0005,C0018,C0026,C0038,C0033"
0BB838B80FAEAF278E2737F35B4E2432,"D0003,D0004,D0006,D0002,D0011"
0C05A3C7C05CA1D5EB6DE3F45B570D5E,"C0018,C0015,D0013,D0012,T0001"
0C09D81353E495FB7A7C6E6567CC4CA3,"D0003,D0002,D0005,D0011,D0013"
0C10B116F172A308358B9FFEC21F949A,"D0001,D0002,D0008,C0033,A0024"
0C31AB070F13A3BF3FDF73B85AAE3DF6,"C0021,C0027,C0039,C0024,C0020"
0C3EA510DF385AA52F0789F10A1AEB09,"D0002,C0040,C0015,C0035,A0036"
0C449C33AF90547B72E5E041C8DB4538,"C0042,C0015,D0013,A0007,C0006"
0C493AD7892AAD27F416AE3036CD15D6,"D0001,D0004,D0006,C0012,D0014"
0C4AB84BC37CE85BABC830BC8695AC24,"C0044,C0026,C0030,C0029,C0023"
0C7C058748222DEDB8F1A388DC7ED802,"D0004,C0035,C0034,C0031,C0043"
0C81BE17AF7F9F1A82617383A695AF61,"N0001,D0011,D0001,D0003,D0004"
0C949A3FA3BA34D60C43818037665D84,"C0034,C0029,C0016,C0008,C0003"
0CAB414378C645457C46914C3AE15142,"C0039,C0016,C0027,C0038,T0001"
0CAD0DAFD56A6F1BC246127522FD6335,"C0012,D0010,C0016,C0022,C0019"
0CCC6DCC4412DF2C4183F553C069E475,"D0004,D0007,C0020,C0032,A0036"
0CD8D6617DB26724DFDBD398B0B8F87F,"D0003,C0012,C0031,D0013,A0037"
0CE4CAEC1998C6F31F965FD6FCDDB506,"D0013,C0016,C0038,C0035,C0034"
0CEB307A38EF836F2303E45EBB50C55E,"D0009,C0043,C0024,C0041,T0001"
0CEEAA84AAA504D8AACB2D5E2019EF25,"D0007,D0002,C0035,C0015,C0037"
0CEF147973AECD98F422517CCD6B88B9,"D0003,D0004,D0006,D0002,D0007"
0D00A46AC4E41155F26A0EABB3288FD4,"D0014,D0012,D0013,D0007,D0008"
0D10224C9659DD46E756D461F61F56F9,"C0012,C0007,C0020,C0037,C0002"
0D301C0B722AFF86580F33E078E7D916,"D0010,C0035,C0045,C0040,D0014"
0D576965B1D34ED90759334D24DB05F1,"C0040,C0035,C0014,C0041,T0001"
0D67DAA64B0BB0C498C598B4144CF019,"C0011,C0023,C0044,C0013,C0045"
0D9FC2EFABA4FB99A773261A0CA2B018,"D0003,C0017,C0016,C0023,C0039"
0DADBDEE73A67E44592C779D7FD0869C,"C0039,C0018,C0005,C0009,A0024"
0DB480F3CB2073E0AD55BDD0FA51FB9D,"C0012,C0030,C0035,C0045,C0042"
0DB4D4377B27F65607827D64B367FA64,"D0004,D0011,D0007,D0002,C0033"
0DB759FBA90A6C5D9F187D72AF8A9886,"D0003,D0001,C0007,C0023,C0034"
0DBBA0E4EA33408C0D7F780C07224ECE,"D0003,D0011,D0012,D0013,C0036"
0DD44B9964FCE2749D890692A18FAF70,"C0012,C0016,C0034,C0039,C0015"
0DE43095BD33BD80F343CE917EA472D0,"D0001,D0003,D0004,D0006,D0002"
0DE53D80E98FF8CB94E5A5651F6F6A70,"D0010,C0015,C0031,C0044,C0002"
0DED5AE1D95A389598B8AD1D8A437C7F,"D0004,D0002,C0011,C0023,D0013"
0DFC13C385F095736DCC662C79D154F8,"D0004,D0011,C0021,C0023,D0012"
0DFFDB779124148DD77B02DC4AA300B9,"D0001,D0004,D0006,D0007,D0011"
0E0F553EFA188BECBCB69C591244962A,"D0002,D0009,C0036,C0040,C0031"
0E14B0DEA067D9B3D5CE3E18D2A12D38,"C0011,C0023,D0008,D0013,C0010"
0E1B76267FC038F6BB8300F97F9ED665,"C0015,C0044,C0007,A0035,A0019"
0E26D8E6125F0EE2659A6A57BA964D6C,"C0011,C0032,C0040,C0013,C0037"
0E39211AD1887A1888F081D9966C698A,"D0004,D0003,D0002,D0011,D0006"
0E4DE48C7757B2D5685DE3D72D8065D2,"C0011,D0008,D0012,D0013,C0007"
0E507D26FF3FD61C2EA22BB32E58F0B3,"D0001,D0003,D0004,D0005,D0011"
0E55EFA4D737A0AED7EB9D08C27104BB,"D0008,C0021,C0045,C0015,T0001"
0E5937DB678CFBF92A71E6133698B536,"D0004,D0010,C0032,C0044,C0040"
0E6AE657506BB498CA5C2FE1829E5AE5,"D0001,C0024,C0043,C0045,C0002"
0E6E3DC7A4E578D77D2E0EA09618AF9D,"D0004,C0031,C0040,C0023,T0001"
0ECA91858F0146852A80F0D328DF16C2,"C0021,C0031,D0002,C0004,C0005"
0EE82CCB50FFFD7D98DDBA52FDAAE731,"D0011,C0029,C0027,C0019,C0039"
0EF3BC9654367B00C8F633FC5E7AE103,"D0007,C0027,C0026,C0005,C0006"
0F035E92F7726ADCD68A91FBD09FC702,"D0011,D0005,D0006,C0013,C0016"
0F0666AEAB3CACAA30A15D51CBAC68FA,"D0010,C0021,C0029,C0044,C0039"
0F0D8A8F7C0F2F9485305375873A9846,"D0004,C0031,C0013,C0023,C0035"
0F2AEE0EEB331A9AD67129C90B250922,"C0011,C0019,D0010,D0012,C0005"
0F5BF65D47848799D02ADB3C48627D43,"C0013,C0014,C0021,C0015,D0010"
0F5C1961974A7CC825D53985E0A2D48E,"D0003,D0001,D0010,C0012,C0018"
0F831F85AD7674F98783D9B5C524734E,"C0019,C0043,C0025,A0035,C0010"
0F836D6BE2259C8600BC5C0C9E3C4573,"D0011,C0012,C0031,C0016,C0032"
0F8C7123832DAB4293DEDF08EA6EC547,"D0001,C0012,C0033,D0012,C0001"
0FA7D8F4D5A21D022F03FEB15E8FDB32,"D0002,C0025,C0024,C0044,C0020"
0FA8A56C345F5A8D32B0D807C01EAE6C,"D0004,C0020,C0019,C0008,A0036"
0FE1C84B538A823FCAB4BE04904DE52E,"D0011,D0005,C0017,C0034,C0014"
0FE61894796FBA6CC2DF096E986A835E,"D0001,D0003,D0006,D0002,D0007"
0FFD7FD0BF2D0C9DB31C888B042A3AD5,"D0006,D0002,D0005,D0011,D0009"
1000381383BEBD3D352F20DB0D4D449D,"D0001,C0021,C0045,C0015,C0033"
10003B9039996D86E9B5CD3CE457B348,"C0023,C0033,C0035,C0015,D0013"
10442C7AE2233B07D44B1EA18391E6A4,"C0037,C0018,C0032,C0020,C0013"
1059EB5A50D06D3AA9F834BC0B77CF6A,"C0001,A0036,C0023,C0029,D0001"
105A0BCEB0A36FD18A4CD2271E52CCEC,"D0003,D0001,C0006,A0035,C0010"
10B9E59B4C1FEBE390D6CF9CA3131742,"C0032,C0024,C0018,C0045,C0007"
10C985894286A835FF1424298661E2E0,"D0008,C0037,C0035,C0026,C0022"
10DDF8BF12AC8FC51CE36C5133F84CB5,"C0039,C0016,C0027,C0041,C0029"
10EA7227436D3E799CA967529D4EE852,"C0037,C0031,C0030,T0001,C0006"
1103B7785E77815328D41541EE049A44,"C0035,C0030,C0019,D0014,C0004"
1107031CC54425390B7A0B58EAB4173E,"D0003,C0029,C0033,C0015,C0024"
111859F330CC8506CCD0D81B05E0879B,"D0011,C0011,D0010,C0035,C0016"
111BB329C540A4CBE34C1F0CC0664251,"D0001,D0004,C0020,C0025,A0008"
1127BA1484CCF6790B317F8DCF0CBAF4,"C0011,C0025,C0023,T0001,A0019"
1143825773327F0E31A7190261DAD4D8,"D0010,D0002,C0030,C0027,C0002"
11577069E2A11E497EBB783C5C448F2D,"D0006,D0009,C0031,C0029,C0045"
115D39AFA5A662AA3E27307F7479FB29,"D0001,C0039,C0033,C0042,C0045"
116283DF00B05127677B3D891B0426B3,"C0011,C0012,C0030,C0029,C0019"
116F2297B69CFE03AED24A41D6278C29,"D0005,C0034,C0027,C0008,C0007"
118600BACC7F68329487F62BC56100EE,"D0007,D0006,C0016,C0026,D0013"
11A021E1B6A6B07401B58EC5365421E4,"D0001,C0028,C0041,C0024,C0036"
11A5824772B20768EDCF8F7B254253C9,"C0025,C0036,C0018,C0014,D0009"
11B23A717007A6FBB035B583F76B582B,"D0011,D0008,C0012,C0035,C0041"
11C7CA05D37F58A05A2B1679CCFB039C,"D0001,C0029,C0019,C0026,C0006"
11CC6F2DF444A3EA47245E3DF3162885,"D0001,D0011,D0007,C0036,C0042"
11DE1B1777EFB15BEC44A92178E5DE63,"D0004,C0011,C0034,C0021,T0001"
11E13B53E5A36758D4A0D7D3B1FB7C6D,"C0044,C0027,C0031,C0006,A0040"
11F05F953C2E791B181D91C0C420B23E,"D0001,D0004,D0005,D0007,C0028"
11FAB924CF04F336F8005FAA4D616C66,"D0002,C0033,C0021,C0043,A0038"
1204900960912E644DBE508470CC5966,"C0011,D0014,C0040,C0036,C0018"
120534917D6BC44D802F5120F884A0BC,"D0001,D0004,D0002,D0011,D0009"
1218938F133F257FB8E84B3662C1796C,"D0009,C0026,C0037,C0007,A0036"
1237266CF47808A2C40B784E329FC8F7,"D0013,C0014,C0020,C0044,C0002"
1245934433BC95EF2F304EB440AB05E6,"C0035,C0037,C0033,C0042,C0031"
125A8DD0F6D5658448F1113D974BF179,"D0001,D0003,D0004,D0002,D0006"
12A979874881C7BC7B91E3AAD5263B41,"D0012,C0036,C0037,C0044,A0040"
12ADFF42E81C6E5BF2B6C2A11E52D894,"C0007,C0024,C0019,C0033,D0012"
12B4BA08AD7D978FDB9AF363637B1C1A,"D0007,C0007,C0027,C0015,C0033"
12D5A3E6DC14E69DDD9E3D8C514CF6EF,"D0005,C0028,C0025,C0006,A0010"
12DB4F95FBA9F3FE5EBC93F141FE4974,"D0004,D0011,C0015,C0023,C0021"
12E3831CD15CECE537F3FC9E3DA7B98B,"C0024,C0019,A0036,C0002,A0035"
12F5E13B99A0386B74203052D3AA77D3,"D0003,D0007,C0029,C0017,C0031"
130DD3D2954F22B3F2D4D07C26354C24,"D0001,D0008,D0009,C0041,C0035"
13170215A05919A6ACC3FDA42585512A,"C0026,C0022,C0029,D0014,C0003"
135071BBBCF32BD3085C9B752147773C,"D0001,C0011,C0022,C0035,A0036"
1362BDB1568372718D3A97C306020EDF,"D0004,C0026,C0040,C0042,C0031"
136ADDD75144908833CD3BA1A89C3437,"D0001,D0003,D0004,D0006,D0007"
136BBFA5EE0AB38A084F5AD06FCD5606,"D0004,D0002,D0007,D0009,D0010"
13AD201AFB283877EF4E5EE5334913CC,"D0003,C0012,C0027,C0033,C0036"
13AE945F94E1208DE373B98507B633A2,"D0005,C0019,C0030,C0034,D0008"
13B35031B6FC8FB39048EB1697776B33,"D0001,D0006,D0009,D0008,C0007"
13B7930C72742C52F55903BBA67BDE5F,"D0001,D0006,C0018,C0017,C0014"
13C94CB9C3722D0C7DEC5BFF51819393,"D0001,D0003,D0004,D0012,D0014"
13CF052C48602FBE719E4084828309AD,"C0045,C0040,C0039,C0035,C0036"
13ED26DBC8F7C87D79052A98DB8208DE,"C0029,D0013,C0008,A0036,A0038"
