cust_no,rank,prod_id,score2
0117B15B3F2A385C4D0713F5A3826CC9,4,C0030,4.1941911676110375e-05
0117B15B3F2A385C4D0713F5A3826CC9,5,C0022,4.1941911676110375e-05
012B3194FB71ECFAEE78D7B70151EE13,1,D0003,0.0005549096177106485
012B3194FB71ECFAEE78D7B70151EE13,2,C0021,3.2582768081865126e-05
012B3194FB71ECFAEE78D7B70151EE13,3,C0039,3.2582768081865126e-05
012B3194FB71ECFAEE78D7B70151EE13,4,C0041,3.2582768081865126e-05
012B3194FB71ECFAEE78D7B70151EE13,5,C0016,3.2582768081865126e-05
012EA6AC5643CBB7FA2512BE619FD799,1,C0040,4.1941911676110375e-05
012EA6AC5643CBB7FA2512BE619FD799,2,C0022,4.1941911676110375e-05
012EA6AC5643CBB7FA2512BE619FD799,3,C0005,2.3591342263949775e-05
012EA6AC5643CBB7FA2512BE619FD799,4,C0002,2.3591342263949775e-05
012EA6AC5643CBB7FA2512BE619FD799,5,A0039,1.9397675090757487e-05
014AE5738F4EB010720D63FB426DE94C,1,D0011,0.00014814162161843572
014AE5738F4EB010720D63FB426DE94C,2,D0009,4.9919508148536576e-05
014AE5738F4EB010720D63FB426DE94C,3,D0014,3.9983820351486184e-05
014AE5738F4EB010720D63FB426DE94C,4,C0039,3.771715408214029e-05
014AE5738F4EB010720D63FB426DE94C,5,C0019,3.771715408214029e-05
01696146569726EB1CE0A89E6812BD2A,1,D0003,0.9928308764333202
01696146569726EB1CE0A89E6812BD2A,2,D0004,0.9883257071444197
01696146569726EB1CE0A89E6812BD2A,3,D0006,0.8134756825577024
01696146569726EB1CE0A89E6812BD2A,4,D0002,0.4941952456094302
01696146569726EB1CE0A89E6812BD2A,5,D0005,0.06745692155741347
0185206E7A2B873333717FE65D2D37ED,1,D0003,0.0003809591532269772
0185206E7A2B873333717FE65D2D37ED,2,D0001,0.00037154177760088583
0185206E7A2B873333717FE65D2D37ED,3,C0012,5.992927673098726e-05
0185206E7A2B873333717FE65D2D37ED,4,D0002,4.8703613368004104e-05
0185206E7A2B873333717FE65D2D37ED,5,C0022,3.948682993143367e-05
01A350E2B65FDDF74C1A37083724534E,1,C0012,5.724348698970977e-05
01A350E2B65FDDF74C1A37083724534E,2,C0040,3.771715408214029e-05
01A350E2B65FDDF74C1A37083724534E,3,C0034,3.771715408214029e-05
01A350E2B65FDDF74C1A37083724534E,4,C0014,3.771715408214029e-05
01A350E2B65FDDF74C1A37083724534E,5,D0002,3.404622498843833e-05
01CB8D87F4257D0C14C64AEA3AFA9953,1,D0006,0.00016260607051638866
01CB8D87F4257D0C14C64AEA3AFA9953,2,C0016,4.1941911676110375e-05
01CB8D87F4257D0C14C64AEA3AFA9953,3,C0045,4.1941911676110375e-05
01CB8D87F4257D0C14C64AEA3AFA9953,4,C0013,4.1941911676110375e-05
01CB8D87F4257D0C14C64AEA3AFA9953,5,A0037,1.6069052663586418e-05
01DA7E79D74BA1EC9C3BF9ABDE81ACAA,1,D0009,6.134459679201702e-05
01DA7E79D74BA1EC9C3BF9ABDE81ACAA,2,C0019,4.1941911676110375e-05
01DA7E79D74BA1EC9C3BF9ABDE81ACAA,3,C0025,4.1941911676110375e-05
01DA7E79D74BA1EC9C3BF9ABDE81ACAA,4,C0030,4.1941911676110375e-05
01DA7E79D74BA1EC9C3BF9ABDE81ACAA,5,C0031,4.1941911676110375e-05
01E388EBC3735A985D666E1B51CD7A22,1,C0041,4.4424038337553225e-05
01E388EBC3735A985D666E1B51CD7A22,2,C0040,4.4424038337553225e-05
01E388EBC3735A985D666E1B51CD7A22,3,C0037,4.4424038337553225e-05
01E388EBC3735A985D666E1B51CD7A22,4,C0020,4.4424038337553225e-05
01E388EBC3735A985D666E1B51CD7A22,5,D0014,3.005943055847581e-05
01E517B700E0D64EC7D10CE0D80995DF,1,C0011,6.288251078348494e-05
01E517B700E0D64EC7D10CE0D80995DF,2,C0036,4.4424038337553225e-05
01E517B700E0D64EC7D10CE0D80995DF,3,C0024,4.4424038337553225e-05
01E517B700E0D64EC7D10CE0D80995DF,4,C0014,4.4424038337553225e-05
01E517B700E0D64EC7D10CE0D80995DF,5,C0044,4.4424038337553225e-05
02060D150F4CB8E22E48E4B32386ECF0,1,D0004,0.00041810464336299583
02060D150F4CB8E22E48E4B32386ECF0,2,C0013,3.637048042794401e-05
02060D150F4CB8E22E48E4B32386ECF0,3,C0022,3.637048042794401e-05
02060D150F4CB8E22E48E4B32386ECF0,4,C0039,3.637048042794401e-05
02060D150F4CB8E22E48E4B32386ECF0,5,C0006,2.0568158576789744e-05
02297991487D27DF76D5C650602E7189,1,D0007,0.0001681700985269747
02297991487D27DF76D5C650602E7189,2,C0011,7.30259268192548e-05
02297991487D27DF76D5C650602E7189,3,C0012,6.365528053224957e-05
02297991487D27DF76D5C650602E7189,4,C0026,4.1941911676110375e-05
02297991487D27DF76D5C650602E7189,5,C0041,4.1941911676110375e-05
022D535DB41FD89F678055214FC93E43,1,C0026,3.771715408214029e-05
022D535DB41FD89F678055214FC93E43,2,C0016,3.771715408214029e-05
022D535DB41FD89F678055214FC93E43,3,C0015,3.771715408214029e-05
022D535DB41FD89F678055214FC93E43,4,C0034,3.771715408214029e-05
022D535DB41FD89F678055214FC93E43,5,C0045,3.771715408214029e-05
0234EDA55D4A9B4DF6131B2DDCF9D3B9,1,D0004,0.00041161008264417153
0234EDA55D4A9B4DF6131B2DDCF9D3B9,2,C0011,6.790626909752353e-05
0234EDA55D4A9B4DF6131B2DDCF9D3B9,3,C0036,4.2755426699258514e-05
0234EDA55D4A9B4DF6131B2DDCF9D3B9,4,C0018,4.2755426699258514e-05
0234EDA55D4A9B4DF6131B2DDCF9D3B9,5,D0013,3.272892026621565e-05
023D0614583274A69478987CD0413CC1,1,D0001,0.6355847827658901
023D0614583274A69478987CD0413CC1,2,D0004,0.21491722944421304
023D0614583274A69478987CD0413CC1,3,D0006,0.06839550397301014
023D0614583274A69478987CD0413CC1,4,D0005,0.0061008541654824005
023D0614583274A69478987CD0413CC1,5,D0011,0.0028618698553672783
024C47A9B64AF12EEA4F8E68BAC72D61,1,D0006,0.00016260607051638866
024C47A9B64AF12EEA4F8E68BAC72D61,2,D0008,7.567554054756708e-05
024C47A9B64AF12EEA4F8E68BAC72D61,3,C0031,4.1941911676110375e-05
024C47A9B64AF12EEA4F8E68BAC72D61,4,C0017,4.1941911676110375e-05
024C47A9B64AF12EEA4F8E68BAC72D61,5,A0036,2.3621778330502618e-05
024D9E4B4DEC8AE309B6F25C6E74876A,1,C0011,7.30259268192548e-05
024D9E4B4DEC8AE309B6F25C6E74876A,2,C0027,4.1941911676110375e-05
024D9E4B4DEC8AE309B6F25C6E74876A,3,C0044,4.1941911676110375e-05
024D9E4B4DEC8AE309B6F25C6E74876A,4,C0002,2.3591342263949775e-05
024D9E4B4DEC8AE309B6F25C6E74876A,5,C0003,2.3591342263949775e-05
0252E5514D701D608308919AADA63848,1,D0005,0.0001996929452391259
0252E5514D701D608308919AADA63848,2,D0008,7.567554054756708e-05
0252E5514D701D608308919AADA63848,3,C0038,4.1941911676110375e-05
0252E5514D701D608308919AADA63848,4,C0035,4.1941911676110375e-05
0252E5514D701D608308919AADA63848,5,C0042,4.1941911676110375e-05
0255EB734611C575EC4D634BE9289F27,1,D0001,0.09982484730806065
0255EB734611C575EC4D634BE9289F27,2,D0003,0.06624883042483322
0255EB734611C575EC4D634BE9289F27,3,D0005,0.012836017672572477
0255EB734611C575EC4D634BE9289F27,4,D0014,0.009262866623496591
0255EB734611C575EC4D634BE9289F27,5,D0010,0.007846628486564467
02644D61B508DA4D0F67D599C8756707,1,C0011,6.288251078348494e-05
02644D61B508DA4D0F67D599C8756707,2,D0006,5.665928237928414e-05
02644D61B508DA4D0F67D599C8756707,3,C0031,4.4424038337553225e-05
02644D61B508DA4D0F67D599C8756707,4,C0039,4.4424038337553225e-05
02644D61B508DA4D0F67D599C8756707,5,C0037,4.4424038337553225e-05
028E39223AF7B5C78134DCE73822A38B,1,D0001,0.000542911850977153
028E39223AF7B5C78134DCE73822A38B,2,C0012,5.5199673077548643e-05
028E39223AF7B5C78134DCE73822A38B,3,C0028,3.637048042794401e-05
028E39223AF7B5C78134DCE73822A38B,4,D0012,3.52300592112293e-05
028E39223AF7B5C78134DCE73822A38B,5,A0037,1.2347761909259339e-05
02945081048160CC85BA4D21C5197022,1,D0006,0.8134756825577024
02945081048160CC85BA4D21C5197022,2,D0002,0.4941952456094302
02945081048160CC85BA4D21C5197022,3,D0007,0.052716858215172066
02945081048160CC85BA4D21C5197022,4,D0010,0.0029166033623401117
02945081048160CC85BA4D21C5197022,5,D0008,0.0029166033623401117
02BEB0F0BF4858E708CA32AC3386190E,1,D0001,0.0005846231876274418
02BEB0F0BF4858E708CA32AC3386190E,2,D0008,7.567554054756708e-05
02BEB0F0BF4858E708CA32AC3386190E,3,C0039,4.1941911676110375e-05
02BEB0F0BF4858E708CA32AC3386190E,4,C0013,4.1941911676110375e-05
02BEB0F0BF4858E708CA32AC3386190E,5,C0043,4.1941911676110375e-05
02C28CF921A77107D63E02390532A2D1,1,D0002,9.771145063287031e-05
02C28CF921A77107D63E02390532A2D1,2,C0025,4.1941911676110375e-05
02C28CF921A77107D63E02390532A2D1,3,C0020,4.1941911676110375e-05
02C28CF921A77107D63E02390532A2D1,4,C0045,4.1941911676110375e-05
02C28CF921A77107D63E02390532A2D1,5,C0001,2.782789398375775e-05
02D2BD3EAA5402A7035D330342AC48EA,1,D0001,0.0005414080416811384
02D2BD3EAA5402A7035D330342AC48EA,2,C0035,4.2755426699258514e-05
02D2BD3EAA5402A7035D330342AC48EA,3,C0036,4.2755426699258514e-05
02D2BD3EAA5402A7035D330342AC48EA,4,C0014,4.2755426699258514e-05
02D2BD3EAA5402A7035D330342AC48EA,5,C0025,4.2755426699258514e-05
02E111CAC093DDF722A25FB2BD195A86,1,C0022,4.1941911676110375e-05
02E111CAC093DDF722A25FB2BD195A86,2,C0034,4.1941911676110375e-05
02E111CAC093DDF722A25FB2BD195A86,3,C0030,4.1941911676110375e-05
02E111CAC093DDF722A25FB2BD195A86,4,C0027,4.1941911676110375e-05
02E111CAC093DDF722A25FB2BD195A86,5,C0018,4.1941911676110375e-05
02E1CAE51C9E41D8676ED9400B757DB7,1,D0001,0.01970633784535811
02E1CAE51C9E41D8676ED9400B757DB7,2,D0003,0.007581669221216426
02E1CAE51C9E41D8676ED9400B757DB7,3,D0006,0.0015877099332215127
02E1CAE51C9E41D8676ED9400B757DB7,4,D0005,0.0008488550782776122
02E1CAE51C9E41D8676ED9400B757DB7,5,D0008,0.00021589692445123852
02E34086C24AEBC2F307B2A9448BD1FC,1,D0001,0.0005414080416811384
02E34086C24AEBC2F307B2A9448BD1FC,2,D0002,4.9278713417646456e-05
02E34086C24AEBC2F307B2A9448BD1FC,3,C0044,4.2755426699258514e-05
02E34086C24AEBC2F307B2A9448BD1FC,4,C0026,4.2755426699258514e-05
02E34086C24AEBC2F307B2A9448BD1FC,5,D0008,3.279689784461435e-05
02E526318EFC8200798B449C99E68B70,1,C0011,6.790626909752353e-05
02E526318EFC8200798B449C99E68B70,2,C0013,4.2755426699258514e-05
02E526318EFC8200798B449C99E68B70,3,C0037,4.2755426699258514e-05
02E526318EFC8200798B449C99E68B70,4,C0002,2.344837298794179e-05
02E526318EFC8200798B449C99E68B70,5,A0039,1.4005825223450469e-05
02FF49CF031624A86E8D1599B3831F08,1,D0002,0.00013096123467153966
02FF49CF031624A86E8D1599B3831F08,2,C0043,4.1941911676110375e-05
02FF49CF031624A86E8D1599B3831F08,3,C0008,3.5011672417486445e-05
02FF49CF031624A86E8D1599B3831F08,4,C0001,2.782789398375775e-05
02FF49CF031624A86E8D1599B3831F08,5,A0006,2.5311408544121756e-05
031BD27CB3EDC8B84E48F29BBE8587BC,1,D0008,6.134459679201702e-05
031BD27CB3EDC8B84E48F29BBE8587BC,2,C0037,4.1941911676110375e-05
031BD27CB3EDC8B84E48F29BBE8587BC,3,C0021,4.1941911676110375e-05
031BD27CB3EDC8B84E48F29BBE8587BC,4,D0012,3.705850947744499e-05
031BD27CB3EDC8B84E48F29BBE8587BC,5,C0005,2.3591342263949775e-05
03218BED9673419F666A6C0E33C961D4,1,C0035,4.2755426699258514e-05
03218BED9673419F666A6C0E33C961D4,2,C0039,4.2755426699258514e-05
03218BED9673419F666A6C0E33C961D4,3,C0037,4.2755426699258514e-05
03218BED9673419F666A6C0E33C961D4,4,C0008,1.8439137022265947e-05
03218BED9673419F666A6C0E33C961D4,5,C0010,1.5566589649701044e-05
032A5A12B980C00FC37BDAB64574C0A1,1,D0009,5.555395338387759e-05
032A5A12B980C00FC37BDAB64574C0A1,2,C0023,3.771715408214029e-05
032A5A12B980C00FC37BDAB64574C0A1,3,T0001,2.3130500859565015e-05
032A5A12B980C00FC37BDAB64574C0A1,4,C0007,2.138601072801619e-05
032A5A12B980C00FC37BDAB64574C0A1,5,A0038,1.4894020169128666e-05
034667A8F66528A65626ACFA7730CBD0,1,D0004,0.00042662306727035996
034667A8F66528A65626ACFA7730CBD0,2,D0002,0.00013096123467153966
034667A8F66528A65626ACFA7730CBD0,3,C0019,4.1941911676110375e-05
034667A8F66528A65626ACFA7730CBD0,4,C0001,2.782789398375775e-05
034667A8F66528A65626ACFA7730CBD0,5,A0038,1.9382671335003452e-05
0349D3FE6F22F18039A8A04112ED2D7D,1,D0007,0.00016778982818454503
0349D3FE6F22F18039A8A04112ED2D7D,2,D0002,3.660886096007642e-05
0349D3FE6F22F18039A8A04112ED2D7D,3,C0014,3.637048042794401e-05
0349D3FE6F22F18039A8A04112ED2D7D,4,C0031,3.637048042794401e-05
0349D3FE6F22F18039A8A04112ED2D7D,5,C0006,2.0568158576789744e-05
0353BDFFF0B80E680E82604FC65D2C1A,1,D0001,0.3181195077902058
0353BDFFF0B80E680E82604FC65D2C1A,2,D0011,0.16071278372203066
0353BDFFF0B80E680E82604FC65D2C1A,3,D0004,0.07208206933142675
0353BDFFF0B80E680E82604FC65D2C1A,4,C0012,0.011699586343558149
0353BDFFF0B80E680E82604FC65D2C1A,5,D0002,0.009657923676621131
036747D811703A6F438D32FEFF687277,1,D0002,0.12544236169779938
036747D811703A6F438D32FEFF687277,2,D0005,0.05875608590278208
036747D811703A6F438D32FEFF687277,3,D0010,0.002574381112111675
036747D811703A6F438D32FEFF687277,4,D0009,0.002574381112111675
036747D811703A6F438D32FEFF687277,5,C0011,0.0003729638012087857
036F4F6C77E828929F94A2F16466084E,1,D0004,0.00045288831804234304
036F4F6C77E828929F94A2F16466084E,2,C0035,4.4622825775035795e-05
036F4F6C77E828929F94A2F16466084E,3,C0004,2.4423230048880586e-05
036F4F6C77E828929F94A2F16466084E,4,C0010,1.62137699221145e-05
036F4F6C77E828929F94A2F16466084E,5,A0040,1.4588117730871318e-05
0387EBC476BC5B2BC766995745BA4473,1,D0011,8.502785156577544e-05
0387EBC476BC5B2BC766995745BA4473,2,C0007,6.426015189685702e-05
0387EBC476BC5B2BC766995745BA4473,3,D0009,6.134459679201702e-05
0387EBC476BC5B2BC766995745BA4473,4,C0042,4.1941911676110375e-05
0387EBC476BC5B2BC766995745BA4473,5,D0013,3.705850947744499e-05
038A9CDF84EA3273853869860575F67A,1,C0011,7.087208619196278e-05
038A9CDF84EA3273853869860575F67A,2,C0022,4.4622825775035795e-05
038A9CDF84EA3273853869860575F67A,3,C0014,4.4622825775035795e-05
038A9CDF84EA3273853869860575F67A,4,C0006,2.4423230048880586e-05
038A9CDF84EA3273853869860575F67A,5,C0007,2.1893743871011106e-05
0399CA0D68C470BCD90EBAE778E4F71D,1,C0011,6.790626909752353e-05
0399CA0D68C470BCD90EBAE778E4F71D,2,C0016,4.2755426699258514e-05
0399CA0D68C470BCD90EBAE778E4F71D,3,D0008,2.8876952216507598e-05
0399CA0D68C470BCD90EBAE778E4F71D,4,C0008,2.8716583968099308e-05
0399CA0D68C470BCD90EBAE778E4F71D,5,C0004,2.344837298794179e-05
03ACFB119E370FEAB3FE0250FED96AA0,1,D0003,0.00048679775722343507
03ACFB119E370FEAB3FE0250FED96AA0,2,A0008,2.4982829686669936e-05
03ACFB119E370FEAB3FE0250FED96AA0,3,C0006,2.344837298794179e-05
03ACFB119E370FEAB3FE0250FED96AA0,4,A0006,2.125047735089548e-05
03ACFB119E370FEAB3FE0250FED96AA0,5,A0010,1.1883410367546574e-05
03C048F7E810AC5BAEDF01CC20B09132,1,C0045,4.333494742275118e-05
03C048F7E810AC5BAEDF01CC20B09132,2,C0027,4.333494742275118e-05
03C048F7E810AC5BAEDF01CC20B09132,3,C0028,4.333494742275118e-05
03C048F7E810AC5BAEDF01CC20B09132,4,C0007,4.031618414964515e-05
03C048F7E810AC5BAEDF01CC20B09132,5,C0003,2.6352749941196855e-05
03C8E6B096A46BB3611F61FDD9CA122E,1,D0006,0.567689546598401
03C8E6B096A46BB3611F61FDD9CA122E,2,D0007,0.09345384369400507
03C8E6B096A46BB3611F61FDD9CA122E,3,D0005,0.05875608590278208
03C8E6B096A46BB3611F61FDD9CA122E,4,D0010,0.002574381112111675
03C8E6B096A46BB3611F61FDD9CA122E,5,D0009,0.002574381112111675
03DEDF000E4629C630BA9A10F3856254,1,D0010,6.243695983012557e-05
03DEDF000E4629C630BA9A10F3856254,2,D0002,6.16855620347557e-05
03DEDF000E4629C630BA9A10F3856254,3,C0038,4.6661087476568563e-05
03DEDF000E4629C630BA9A10F3856254,4,C0040,4.6661087476568563e-05
03DEDF000E4629C630BA9A10F3856254,5,C0024,4.6661087476568563e-05
03F5A5524CBD68A392103C9533BBF5BC,1,C0018,4.1941911676110375e-05
03F5A5524CBD68A392103C9533BBF5BC,2,C0020,4.1941911676110375e-05
03F5A5524CBD68A392103C9533BBF5BC,3,T0001,2.4835346277504336e-05
03F5A5524CBD68A392103C9533BBF5BC,4,C0006,2.3591342263949775e-05
03F5A5524CBD68A392103C9533BBF5BC,5,A0040,1.9397675090757487e-05
040037F9CA2FA78871D1C855951A2FE0,1,D0001,0.9902579323081343
040037F9CA2FA78871D1C855951A2FE0,2,D0004,0.9820771162046962
040037F9CA2FA78871D1C855951A2FE0,3,D0002,0.6016194159760745
040037F9CA2FA78871D1C855951A2FE0,4,D0007,0.593179583783173
040037F9CA2FA78871D1C855951A2FE0,5,D0005,0.2572097986698638
040CBAED1B5D749678735879F70AA4E7,1,D0005,9.488688541518475e-05
040CBAED1B5D749678735879F70AA4E7,2,C0016,4.4424038337553225e-05
040CBAED1B5D749678735879F70AA4E7,3,C0033,4.4424038337553225e-05
040CBAED1B5D749678735879F70AA4E7,4,C0045,4.4424038337553225e-05
040CBAED1B5D749678735879F70AA4E7,5,D0008,3.4927540448018436e-05
042ECA1FCCA64CA85B6370FCFD15007A,1,D0002,9.771145063287031e-05
042ECA1FCCA64CA85B6370FCFD15007A,2,C0036,4.1941911676110375e-05
042ECA1FCCA64CA85B6370FCFD15007A,3,C0030,4.1941911676110375e-05
042ECA1FCCA64CA85B6370FCFD15007A,4,C0043,4.1941911676110375e-05
042ECA1FCCA64CA85B6370FCFD15007A,5,C0029,4.1941911676110375e-05
04362256C295F51EE39064C4A6E36503,1,D0004,0.00021474145789841594
04362256C295F51EE39064C4A6E36503,2,D0014,5.872622553715189e-05
04362256C295F51EE39064C4A6E36503,3,C0045,2.5897616177212707e-05
04362256C295F51EE39064C4A6E36503,4,C0028,2.5897616177212707e-05
04362256C295F51EE39064C4A6E36503,5,C0030,2.5897616177212707e-05
043878FD300873A417F98DF870D131F2,1,D0014,3.964885609125447e-05
043878FD300873A417F98DF870D131F2,2,C0021,3.771715408214029e-05
043878FD300873A417F98DF870D131F2,3,C0036,3.771715408214029e-05
043878FD300873A417F98DF870D131F2,4,C0031,3.771715408214029e-05
043878FD300873A417F98DF870D131F2,5,A0035,1.7222404217611316e-05
0438872C6B2F9AB980D4C10BCDC51DD3,1,C0031,4.2755426699258514e-05
0438872C6B2F9AB980D4C10BCDC51DD3,2,C0015,4.2755426699258514e-05
