,cust_no,prod_id,event_id,event_type,event_level,event_date,event_term,event_rate,event_amt,birth_ym,loc_cd,gender,init_dt,edu_bg,marriage_situ_cd,D_interval_level,D_deposit_type1,D_deposit_type2,C_credit_level,C_credit_amt_cd,C_credit_type1,C_credit_type2,C_new_flag,N_channel_type,N_channel_type2,A_frtn_type,A_fr_period_type,A_fr_prod_attr,A_fr_prod_type,A_fr_risk_level,P_pay_type1,P_pay_type2,first_cluster_id
320119,C6040AD6A1300D73E9D279F061AA914C,P0001,E0011,A,A,2024-12-17,,,,1990-06,L186,M,2011-03-24,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320120,C715AE3E4923EF5EF118964C52ADC0C4,P0001,E0011,A,A,2024-07-09,,,,1962-07,L001,M,2019-11-05,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320121,37599AA86DA68C8F4446685549376B1A,P0001,E0011,A,A,2024-11-22,,,,1978-10,L006,M,2018-12-06,7.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320122,2154AC957E3B8A0B3995456D4D239D9E,P0001,E0011,A,A,2024-12-16,,,,1980-11,L001,F,2010-12-17,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320123,EF25B1D72F1A9757C82CB85228AA0C4A,P0001,E0011,A,A,2024-08-14,,,,1987-11,L021,F,2014-06-28,4.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320124,7CF33CA759AEB1956998027CA695F13C,P0001,E0011,A,A,2024-08-30,,,,1991-09,L001,F,2010-09-10,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320125,52B77349B70228BE84E706352EAA38C8,P0001,E0011,A,A,2024-11-12,,,,1970-10,L001,M,2012-03-28,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320126,0C345A58167172261DBDEAD207552672,P0001,E0011,A,A,2024-10-30,,,,1971-02,L049,M,2010-09-09,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320127,6898FA4731008DE92A01BD7C433E0C9D,P0001,E0011,A,A,2024-10-30,,,,1978-11,L274,F,2014-07-10,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320128,A326FB9AD3EAE2726B35F774B9E35239,P0001,E0011,A,A,2024-09-25,,,,1985-01,L001,F,2011-01-06,4.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320129,7E11DDB2B0E10373F1997DDB517C65C0,P0001,E0011,A,A,2024-05-08,,,,1983-12,L048,M,2023-08-16,4.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320130,E9B22933F95AD0F75E536E8A147397D3,P0001,E0011,A,A,2024-12-12,,,,1976-02,L001,F,2010-10-11,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320131,5E54230A09AE4881491AD12A55C95CDB,P0001,E0011,A,A,2024-11-13,,,,1997-03,L321,F,2024-08-09,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320132,94A189F8B9D4E432315DFC94D6667399,P0001,E0011,A,A,2024-12-19,,,,1991-02,L001,M,2007-08-05,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320133,4025611ACB0A528D58992DA6B41C89BD,P0001,E0011,A,A,2024-08-21,,,,2006-03,L002,F,2024-08-21,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320134,8F50290AF4697187042DAAE4FFFAE7ED,P0001,E0011,A,A,2024-10-29,,,,1976-03,L055,F,2010-09-07,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320135,E656BC4970E83A4454F5C80578170418,P0001,E0011,A,A,2024-05-08,,,,1979-12,L001,F,2010-09-27,4.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320136,7AC62EA8988C8150F99FD0978FC90EFE,P0001,E0011,A,A,2024-10-15,,,,1991-01,L103,M,2014-12-11,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320137,93557DAD45C5891A74DECB716E828CC6,P0001,E0011,A,A,2024-10-29,,,,1968-04,L097,M,2012-09-18,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320138,2672E79A9EB3217FE41D7C5A8686A302,P0001,E0011,A,A,2024-11-22,,,,2001-09,L001,M,2011-11-22,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320139,709FAC7EB9DBA53636657DE6B689F19D,P0001,E0011,A,A,2024-12-16,,,,1988-09,L049,M,2019-03-22,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320140,0C49B4A668949710D24F8411C4CA223E,P0001,E0011,A,A,2024-07-12,,,,1956-04,L001,F,2011-01-18,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320141,A6464F4316A787BD0BFA3E3665FD833E,P0001,E0011,A,A,2024-11-08,,,,1985-03,L016,M,2012-06-12,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320142,0F399AE45987FFA2121B780BB89E052E,P0001,E0011,A,A,2024-11-05,,,,1968-12,L001,M,2010-12-28,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320143,DFA0EC16C75CCE0E88D82699431B1DBE,P0001,E0011,A,A,2024-12-16,,,,1972-08,L001,M,2010-12-25,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320144,F74ED541B7D418EC3D5C5C66FB2050C2,P0001,E0011,A,A,2024-12-17,,,,1969-11,L001,M,2010-04-29,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320145,902D6F8065ADFF7F001387A9DF574D43,P0001,E0011,A,A,2024-07-22,,,,1974-05,L001,F,2011-06-16,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320146,D2604010A2FC345068CBC294691B58ED,P0001,E0011,A,A,2024-12-18,,,,1989-09,L033,F,2013-07-15,4.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320147,EB3BD42C3F99D17EE357ADC62C5CAD13,P0001,E0011,A,A,2024-11-05,,,,2000-07,L001,M,2011-11-23,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320148,352E17580E2A219F3C99719365E919F9,P0001,E0011,A,A,2024-07-12,,,,1970-06,L001,M,2010-12-29,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320149,0DEFC6FEA0D3CF5A615DDBEB32D9FC69,P0001,E0011,A,A,2024-11-15,,,,1980-11,L005,M,2020-05-28,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320150,468AF33B5C9E96C6B958A5066932FB21,P0001,E0011,A,A,2024-10-28,,,,1982-12,L118,F,2014-07-07,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320151,C862894F2495A1E40DCC809B8152D6D6,P0001,E0011,A,A,2024-12-10,,,,1991-01,L003,F,2015-02-02,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320152,E9836190E293626D5FDB960EF27260D8,P0001,E0011,A,A,2024-09-30,,,,2006-01,L003,F,2015-01-30,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320153,967A6A090C17C2D775E2DD671EE7C619,P0001,E0011,A,A,2024-10-28,,,,1977-06,L057,F,2014-01-22,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320154,06579C1C859FA235F826DBFB2B85DFD9,P0001,E0011,A,A,2024-04-29,,,,1973-07,L001,F,2010-08-30,4.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320155,FADEE4A6F6E6953C9E462F35A7EED4CB,P0001,E0011,A,A,2024-11-18,,,,1962-06,L042,M,2021-01-15,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320156,E1ED9ACA82843196BAECF0130D28DD71,P0001,E0011,A,A,2024-11-08,,,,1979-02,L005,M,2012-06-12,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320157,935F4F095A3A77A92654F00BB747C6D0,P0001,E0011,A,A,2024-10-28,,,,1981-09,L001,M,2008-12-29,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320158,6D9E92BDDEAF61A65AADB0456E5D8E77,P0001,E0011,A,A,2024-12-16,,,,1954-09,L001,F,2009-10-14,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320159,B255F3A8167E36AA2E1024192DB8771A,P0001,E0011,A,A,2024-10-28,,,,1990-08,L037,M,2023-09-13,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320160,EE7FB9ECA740A039019D0F3AB9B741A1,P0001,E0011,A,A,2024-10-23,,,,1991-01,L018,F,2011-08-08,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320161,1825AFB1B6374CC1C3B5DC58F916C4CD,P0001,E0011,A,A,2024-09-09,,,,1996-04,L001,M,2019-03-12,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320162,1EE8E1E9F9E8CB3B88F44C6174BFE979,P0001,E0011,A,A,2024-10-23,,,,1966-11,L001,M,2010-07-22,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320163,7A0038C5F0E7952477B1C83175BB3073,P0001,E0011,A,A,2024-10-23,,,,1974-06,L001,M,2010-09-16,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320164,97A6D2ECC06E18EEC3565D1B3644A09E,P0001,E0011,A,A,2024-10-31,,,,1970-05,L001,M,2010-01-21,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320165,195AC964C0677A60377D0C19A05BD6FA,P0001,E0011,A,A,2024-07-02,,,,1964-06,L001,M,2011-01-12,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320166,55A1A1ED9F176307BE728C07C2E24003,P0001,E0011,A,A,2024-11-06,,,,1986-11,L003,F,2010-10-01,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320167,659A8589CD75EE125CE61BFD5CE34F65,P0001,E0011,A,A,2024-07-26,,,,2005-11,L001,M,2013-03-25,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320168,CA9AD1F2336481DB987EF741F3414FA4,P0001,E0011,A,A,2024-09-20,,,,1998-04,L001,M,2024-09-20,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320169,1779A55A55DD9A51AA16B3E942462896,P0001,E0011,A,A,2024-09-14,,,,1969-04,L001,F,2010-09-01,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320170,69FA00D129D4684E87E4010B25AAEBAD,P0001,E0011,A,A,2024-09-25,,,,1990-07,L001,F,2011-12-27,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320171,A85C9DA3AE28AF1F771DF43BE44B3BB1,P0001,E0011,A,A,2024-10-15,,,,1997-01,L005,M,2024-10-15,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320172,AFE4D52D8DB7DDFBC1FB2571AA9E8EED,P0001,E0011,A,A,2024-08-19,,,,1995-01,L001,M,2013-02-20,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320173,CBFEF2922D24E42A9740DEA9080599BB,P0001,E0011,A,A,2024-11-13,,,,1973-01,L002,M,2011-01-11,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320174,F21CF358E0708F01792DFA89330187D8,P0001,E0011,A,A,2024-10-30,,,,1968-12,L001,M,2010-07-28,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320175,2ADDE3D5DF95F0EC0FDC4D8B906A8448,P0001,E0011,A,A,2024-07-30,,,,1997-11,L001,M,2014-01-15,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320176,A38F4111021620AA2CE4F8B49AB2C993,P0001,E0011,A,A,2024-11-21,,,,2005-11,L001,F,2021-08-27,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320177,55A9387FB5334167EDA64D617641FE44,P0001,E0011,A,A,2024-12-31,,,,1965-06,L001,M,2006-06-27,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320178,289ECA1803B147C34DC67120F6D42F56,P0001,E0011,A,A,2024-09-30,,,,1985-06,L011,F,2010-08-27,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320179,9E20422FE900D78BD8A9F35AFF93A225,P0001,E0011,A,A,2024-11-20,,,,1976-08,L001,M,2011-05-17,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320180,58CAA18528E31F6598958D29099478C1,P0001,E0011,A,A,2024-12-24,,,,1993-08,L016,M,2020-06-08,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320181,6AB5538C87AA01F4F0ECF3012773E0A9,P0001,E0011,A,A,2024-07-02,,,,1993-10,L001,M,2015-03-27,7.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320182,9EF05837E533D1908F06E1D22B401C95,P0001,E0011,A,A,2024-08-09,,,,2004-10,L038,M,2011-11-18,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320183,4884D8D8D0254E5A0D2BFD1DEA968CC0,P0001,E0011,A,A,2024-11-11,,,,1989-07,L001,M,2006-09-15,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320184,C8503391B4D7EF6D5E4184A51B39C3C9,P0001,E0011,A,A,2024-10-24,,,,1991-01,L005,M,2019-10-08,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320185,030A7F54301F67967C4AEBEC31218F62,P0001,E0011,A,A,2024-07-15,,,,1968-09,L010,M,2024-07-15,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320186,E1BBC8E3032F2DE5A2FF4C54DE9CBF0D,P0001,E0011,A,A,2024-10-31,,,,1990-01,L048,F,2011-04-08,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320187,386062720B58EBAAFB6CFA1DB01D3162,P0001,E0011,A,A,2024-12-28,,,,2000-04,L001,M,2016-02-24,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320188,B9AB960BF17F5BDF3FF1D88B5AC6A054,P0001,E0011,A,A,2024-10-08,,,,1971-10,L006,M,2016-06-02,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320189,60C8152B9B2EB30AA970E8A34D2FB67A,P0001,E0011,A,A,2024-07-02,,,,2001-06,L284,M,2024-07-02,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320190,C4C347B6BDACDCEC1BDEC5FCCA169E76,P0001,E0011,A,A,2024-07-02,,,,1965-02,L177,F,2015-04-30,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320191,227C4C740836CB158C0D5BAC0F6F059A,P0001,E0011,A,A,2024-07-31,,,,2006-07,L001,M,2021-07-24,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320192,2639DE2984DCF48B12807D349BB74248,P0001,E0011,A,A,2024-12-12,,,,1992-06,L113,M,2016-02-04,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320193,3D90454E324B3D2A81C067839CE147C5,P0001,E0011,A,A,2024-12-31,,,,1965-06,L001,F,2013-12-16,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320194,3CECD34B67DC872E5E127D6741DF60C8,P0001,E0011,A,A,2024-04-12,,,,1987-04,L001,F,2011-05-05,4.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320195,613EB8587BB9699E3C8E28DF114E3EFC,P0001,E0011,A,A,2024-07-12,,,,1964-09,L001,M,2007-03-28,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320196,1C910AE40DDE55B3AEEFB0583CBD76CB,P0001,E0011,A,A,2024-12-16,,,,1973-02,L001,M,2010-09-28,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320197,75CE2414F7775FB81F1230CEE0304348,P0001,E0011,A,A,2024-10-24,,,,1989-06,L001,M,2012-11-01,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320198,E699B5CE3DDECD2153BCAACEB1B2BAC7,P0001,E0011,A,A,2024-12-28,,,,1987-01,L001,F,2012-05-26,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320199,E56AD721C834DEA08DFD0920CFCD5BDE,P0001,E0011,A,A,2024-07-24,,,,1998-03,L001,M,2018-02-22,3.0,10.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320200,FC4A044EB7B91C0BD9EF5D537F3AEC48,P0001,E0011,A,A,2024-10-24,,,,1988-12,L048,F,2011-07-05,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320201,EC7FB52774F1C32F0BD401C9C383B23A,P0001,E0011,A,A,2024-10-15,,,,1979-03,L001,F,2010-10-18,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320202,C94D915FBC0FF606F0A5395050135103,P0001,E0011,A,A,2024-05-20,,,,1981-05,L168,M,2018-12-13,7.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320203,8667341C409D56215C2BF1C8F2EEAFB4,P0001,E0011,A,A,2024-08-02,,,,1977-10,L042,M,2020-12-31,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320204,83068DFB398BF5E6104CE57622A8637B,P0001,E0011,A,A,2024-07-25,,,,2002-06,L001,F,2024-07-25,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320205,6D02715FAB63AAD561E11735373A4CED,P0001,E0011,A,A,2024-10-24,,,,1965-10,L130,M,2015-03-20,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320206,15C8DDFA805053786EF55BDE843CE773,P0001,E0011,A,A,2024-10-14,,,,1968-02,L006,M,2024-10-14,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320207,D3973A88A011478D8760B4599C13F1DF,P0001,E0011,A,A,2024-09-18,,,,1985-08,L045,F,2024-09-18,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320208,DEAA2E6837518420DAFF0E2DF50AF87A,P0001,E0011,A,A,2024-10-09,,,,1987-06,L001,M,2024-10-09,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320209,FB6B5796E1E1DE7A89E877CDEF1935E6,P0001,E0011,A,A,2024-08-01,,,,1966-08,L028,F,2011-09-16,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320210,947EE5B89D899D31615CAF155CD803F9,P0001,E0011,A,A,2024-10-22,,,,1970-04,L024,F,2011-09-08,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320211,1943C27D514B2533CFD617A669194137,P0001,E0011,A,A,2024-10-31,,,,1995-09,L001,F,2012-01-31,3.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320212,8C34C5CC31DDA24836EDD318CB8EC677,P0001,E0011,A,A,2024-08-05,,,,1974-04,L010,F,2015-09-06,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320213,BCF35658A81C6128389EEEBF68207903,P0001,E0011,A,A,2024-10-31,,,,1964-01,L001,F,2011-01-10,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320214,D550FA19C2D4E22F893E6D8F22301339,P0001,E0011,A,A,2024-08-29,,,,2002-03,L001,F,2017-08-04,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320215,70EEBEE74B1E4F7AB4F4D1E8B8413D74,P0001,E0011,A,A,2024-08-26,,,,1964-01,L001,M,2011-09-07,7.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320216,F2532BB518C048994D5D5F584BEFC989,P0001,E0011,A,A,2024-06-26,,,,1974-06,L003,F,2013-01-15,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320217,00CF825655460391FEBD46F584B609DE,P0001,E0011,A,A,2024-07-16,,,,1982-01,L007,M,2022-01-08,7.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320218,D7FD533CDD1801B1A922844791E5A12A,P0001,E0011,A,A,2024-08-29,,,,1988-07,L048,F,2014-12-09,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320219,F5F08B9D3318FE8821C131BD026775EF,P0001,E0011,A,A,2024-09-25,,,,1977-06,L001,F,2010-10-28,7.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320220,A24E5E17E47C0F28E267ADFB95B832A2,P0001,E0011,A,A,2024-10-25,,,,1964-11,L001,M,2010-12-10,7.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320221,2258948FD760097386DD74C247BE6700,P0001,E0011,A,A,2024-05-14,,,,1989-11,L001,F,2013-07-12,3.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320222,D07D60D7D487CF02BA816FAA644189B6,P0001,E0011,A,A,2024-05-23,,,,1971-06,L150,M,2024-05-23,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320223,5394C801A1BA15AFA47B7B451B4E5021,P0001,E0011,A,A,2024-05-29,,,,1965-09,L001,F,2010-11-02,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320224,CC43DA03F614FF54AA2EDC2A5FD1EA81,P0001,E0011,A,A,2024-04-11,,,,1979-11,L005,M,2024-04-11,4.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320225,6E2AE05EF26ED023A483887B8ACB4BCB,P0001,E0011,A,A,2024-05-28,,,,1985-05,L005,M,2024-05-28,3.0,20.0,,,,,,,,,,,,,,,,1.0,1.0,P0
320226,77167A6F71AEFF44EE30BF9DF5FCF634,P0001,E0011,A,A,2024-11-06,,,,1975-07,L001,F,2009-02-01,,,,,,,,,,,,,,,,,,1.0,1.0,P0
320227,55CFBFC9CC2A430EEFA7E39787C3EE5E,P0001,E0011,A,A,2024-08-02,,,,1974-09,L007,M,2024-08-02,,,,,,,,,,,,,,,,,,1.0,1.0,P0
