,cust_no,prod_id,event_id,event_type,event_level,event_date,event_term,event_rate,event_amt,birth_ym,loc_cd,gender,init_dt,edu_bg,marriage_situ_cd,D_interval_level,D_deposit_type1,D_deposit_type2,C_credit_level,C_credit_amt_cd,C_credit_type1,C_credit_type2,C_new_flag,N_channel_type,N_channel_type2,A_frtn_type,A_fr_period_type,A_fr_prod_attr,A_fr_prod_type,A_fr_risk_level,P_pay_type1,P_pay_type2,first_cluster_id
298613,CE5DFE29EF045444FF79C7F63968E1AC,N0002,E0010,A,A,2024-11-03,,,,1966-04,L005,F,2010-05-11,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298614,5318E3CC116F7A4DF8807C97AEAD25BD,N0002,E0010,A,A,2024-04-15,,,,1976-01,L003,F,2018-03-12,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298615,50D2E1221F1DB92091F2E6A8FD4930C9,N0002,E0010,A,A,2024-07-02,,,,1966-04,L001,F,2010-09-17,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298616,8E4E45E6186DC3380EF386F03487C91D,N0002,E0010,A,A,2024-10-28,,,,1998-08,L205,F,2017-01-18,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298617,8E4E45E6186DC3380EF386F03487C91D,N0001,E0010,A,A,2024-10-28,,,,1998-08,L205,F,2017-01-18,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298618,CB29B50A357EAD4E5FB3BF3CCF407B58,N0002,E0010,A,A,2024-12-26,,,,2005-07,L001,M,2012-01-06,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298619,F0074D9FD241DF52B52CE1DA530C93E0,N0001,E0010,A,A,2024-02-08,,,,1964-11,L001,F,2010-08-12,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298620,0F481A006A2941736C04A34F942D3C7E,N0001,E0010,A,A,2024-04-30,,,,1978-02,L019,M,2017-06-27,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298621,B2CA90C67C6F894428B4D1A96EE46D18,N0001,E0010,A,A,2024-10-23,,,,1958-10,L001,M,2010-05-10,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298622,82F51A17A70DD32A3AB41B3C93C149C9,N0002,E0010,A,A,2024-06-21,,,,2002-01,L001,F,2024-06-21,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298623,72890B8123C2AD26B17A614D66C9BAD3,N0004,E0010,A,A,2024-11-05,,,,2001-02,L003,M,2023-08-18,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298624,1DE1CDDB0BC42CA253A5C4E88F1C91F4,N0002,E0010,A,A,2024-10-29,,,,1984-04,L001,M,2010-06-10,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298625,3A952273EE226B93DED34266816A854F,N0001,E0010,A,A,2024-03-22,,,,1954-11,L001,F,2010-05-13,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298626,FB26330E81836287F1014BDEA806D556,N0002,E0010,A,A,2024-05-17,,,,1990-07,L075,F,2018-10-08,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298627,A562B1D4790FDAF1C9DB2083F805174C,N0001,E0010,A,A,2024-07-11,,,,1987-07,L113,F,2016-01-10,4.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,N0
298628,8A8C439A0FD43F0F0536819FD7ED2DD1,N0002,E0010,A,A,2024-05-23,,,,1972-01,L001,M,2010-09-08,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298629,B188DB8C5C1661E14E57604BBB9006CA,N0002,E0010,A,A,2024-04-30,,,,1991-09,L001,F,2021-01-28,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298630,22AE82B6981F3E5411DA8032AA4194AC,N0002,E0010,A,A,2024-01-02,,,,1993-11,L001,F,2015-11-19,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298631,0F4B3172A5E042E4B79C5040F2B9B72D,N0001,E0010,A,A,2024-01-08,,,,1973-12,L001,F,2004-09-21,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298632,6D0A11B502124CDAF88F56F57F646B89,N0002,E0010,A,A,2024-05-22,,,,1986-04,L011,F,2024-05-22,7.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,N0
298633,AC79848A31667C7F5686D0454E87AD4A,N0002,E0010,A,A,2024-04-30,,,,1975-05,L367,M,2011-02-28,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298634,2268C7E5D107518BA365B5C852FCD194,N0002,E0010,A,A,2024-02-01,,,,1991-04,L001,M,2012-06-13,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298635,CD6E93B57DF2760B13A4A500714276F0,N0002,E0010,A,A,2024-02-28,,,,1991-01,L087,F,2014-01-27,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298636,875C55BE3B352D167C198AF8CAB95A21,N0001,E0010,A,A,2024-10-25,,,,1987-02,L001,M,2007-08-11,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298637,B9CF94692C644E1A281971208ED1E0D6,N0001,E0010,A,A,2024-07-31,,,,1970-01,L003,F,2010-08-12,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298638,1E1E7250C9048103F04BFA1EF0C837CE,N0001,E0010,A,A,2024-03-13,,,,1963-11,L001,M,2005-01-04,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298639,E592CD40910BCC4202A218C636B1B294,N0001,E0010,A,A,2024-05-14,,,,1971-03,L001,F,2011-06-27,7.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,N0
298640,DC01546AEB285BF0338F46815374A905,N0002,E0010,A,A,2024-08-28,,,,1975-08,L048,F,2024-08-28,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298641,FE6F8D7EEC7C4AC90FB5EA2D81E1C722,N0002,E0010,A,A,2024-03-15,,,,1969-10,L001,F,2010-10-25,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298642,5B3F4D0B82D0E395C775E2196368E920,N0002,E0010,A,A,2024-06-12,,,,1992-11,L075,M,2024-06-12,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298643,30BCBB562467369AB46C456C30E1C056,N0002,E0010,A,A,2024-01-18,,,,2002-07,L003,F,2020-12-09,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298644,EE498B436ED81258F4D706DAD310A007,N0002,E0010,A,A,2024-12-25,,,,1963-11,L139,M,2011-11-21,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298645,A009D07218DA59F147ED7FF2F0900E35,N0002,E0010,A,A,2024-05-28,,,,1963-06,L024,F,2013-06-28,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298646,63A3324CC6771C781027099C874B99C6,N0002,E0010,A,A,2024-06-05,,,,1974-03,L108,F,2007-12-23,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298647,721B073F4DF1F52BA897032268BCCA1C,N0002,E0010,A,A,2024-10-23,,,,1991-06,L078,F,2013-08-19,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298648,721B073F4DF1F52BA897032268BCCA1C,N0001,E0010,A,A,2024-10-23,,,,1991-06,L078,F,2013-08-19,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298649,9888C7CBEA612B509FE871AE812A2801,N0002,E0010,A,A,2024-11-19,,,,1996-10,L024,F,2024-10-08,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298650,4C49D55EFFADBB618BF221B4C40E818D,N0002,E0010,A,A,2024-09-13,,,,1978-02,L001,M,2008-02-26,7.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,N0
298651,578108885A663B2133EBFECF69086450,N0002,E0010,A,A,2024-03-22,,,,1962-07,L023,M,2012-03-06,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298652,F7E6A633D557BD14C578C3C4ACE60EC6,N0002,E0010,A,A,2024-01-17,,,,2004-09,L001,M,2016-09-26,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298653,D94F0D22C6F4896FEFCF4138A1079FA5,N0001,E0010,A,A,2024-11-15,,,,1964-10,L005,M,2008-03-04,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298654,0DBA690004F1B9CA96BEF8A01C894536,N0001,E0010,A,A,2024-11-07,,,,1966-01,L003,M,2013-07-22,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298655,64461828B9349A027EC69D57D7F55BE5,N0002,E0010,A,A,2024-03-19,,,,1974-11,L021,F,2015-11-18,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298656,B462AEF716440DF61FD34180765DCEB4,N0002,E0010,A,A,2024-04-02,,,,1990-04,L016,M,2021-09-03,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298657,C3951F92082BD87FB0DD6852F86E34F0,N0002,E0010,A,A,2024-04-10,,,,1988-10,L001,M,2010-05-21,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298658,43E9CEAF002E25CDFDD21240A02AEED3,N0001,E0010,A,A,2024-11-04,,,,1988-12,L001,F,2014-08-19,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298659,2FD483110084A2C8EEF955E2DE26B649,N0002,E0010,A,A,2024-03-01,,,,1961-06,L001,F,2011-01-10,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298660,D43C38714D59829DA17E86C28F20536B,N0001,E0010,A,A,2024-06-07,,,,1949-03,L001,M,2009-04-14,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298661,A69C56F527F654D0873D43B5355F52F9,N0002,E0010,A,A,2024-03-18,,,,1962-09,L048,M,2011-01-21,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298662,063E3D7A4E49FD3094F47849BCB99E8D,N0002,E0010,A,A,2024-02-20,,,,2001-11,L001,F,2023-10-14,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298663,49F08BE99F648DDA2AD2DD966955DFCD,N0001,E0010,A,A,2024-11-05,,,,1956-07,L001,M,2017-08-24,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298664,5BFE7997789EDE8B89BC8B0711F8CF57,N0001,E0010,A,A,2024-04-01,,,,1953-10,L001,M,2012-02-08,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298665,5260085F341EABAAF9A23F5E11329504,N0002,E0010,A,A,2024-06-20,,,,1982-10,L001,F,2007-07-08,4.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,N0
298666,8A30C9C0652E11919C33965D6E5895FA,N0002,E0010,A,A,2024-07-17,,,,1978-06,L092,F,2013-06-27,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298667,293A5F84EE17A424087FA73479F06D19,N0001,E0010,A,A,2024-10-22,,,,1987-10,L011,F,2012-06-01,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298668,DD5CF221CA143D38F2479BB695DAD15A,N0002,E0010,A,A,2024-08-26,,,,2005-11,L001,M,2011-12-22,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298669,B4903A6B63C6268A562397A8C3E87209,N0002,E0010,A,A,2024-03-04,,,,1981-07,L005,M,2015-07-21,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298670,4A4EC2E5FDF3D1F55534CF14B76A84F7,N0002,E0010,A,A,2024-10-25,,,,1969-08,L001,M,2010-06-08,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298671,4A4EC2E5FDF3D1F55534CF14B76A84F7,N0001,E0010,A,A,2024-10-25,,,,1969-08,L001,M,2010-06-08,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298672,5474935BF0A6888DF1A3B8106CE52641,N0001,E0010,A,A,2024-03-08,,,,1973-11,L033,F,2015-03-04,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298673,5474935BF0A6888DF1A3B8106CE52641,N0002,E0010,A,A,2024-03-08,,,,1973-11,L033,F,2015-03-04,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298674,D69729A1F08DB8DFEA374DC05688A892,N0002,E0010,A,A,2024-04-08,,,,1988-03,L001,M,2005-04-06,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298675,48786A408026C1C062F6F4DF929270F6,N0001,E0010,A,A,2024-10-23,,,,1991-09,L059,F,2021-08-30,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298676,1C310D1F82A335EB7B735A9212133E31,N0002,E0010,A,A,2024-08-18,,,,1978-10,L216,M,2023-08-11,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298677,28295A58F01B1C11EF23F6029629E84A,N0002,E0010,A,A,2024-05-11,,,,1978-03,L039,F,2011-01-11,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298678,28295A58F01B1C11EF23F6029629E84A,N0001,E0010,A,A,2024-05-11,,,,1978-03,L039,F,2011-01-11,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298679,C9AE663EB13A93C5F9DCD63F3F5D06FA,N0002,E0010,A,A,2024-01-23,,,,1976-11,L115,F,2007-03-30,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298680,B7DDA3ADBA8EA8392B75A0A88411EBBE,N0001,E0010,A,A,2024-11-20,,,,1991-07,L001,M,2014-05-29,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298681,053E34BF128B462D721EE07341F2E653,N0002,E0010,A,A,2024-06-19,,,,1953-02,L001,F,2011-03-24,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298682,B6345CCF996963A11FC6F8D31401363B,N0001,E0010,A,A,2024-05-28,,,,1971-02,L048,M,2021-12-07,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298683,B6345CCF996963A11FC6F8D31401363B,N0002,E0010,A,A,2024-05-28,,,,1971-02,L048,M,2021-12-07,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298684,531ECE1B4416751EC4D6DCA0346D6B6F,N0001,E0010,A,A,2024-09-23,,,,1973-08,L039,M,2010-08-27,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298685,531ECE1B4416751EC4D6DCA0346D6B6F,N0002,E0010,A,A,2024-09-23,,,,1973-08,L039,M,2010-08-27,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298686,263E9A7DAA6B2F11C9E5B4EA58B1B743,N0001,E0010,A,A,2024-01-03,,,,1951-06,L001,F,2007-03-15,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298687,448DEDC7A6C1F8C92EE3F495D4E8CD0A,N0002,E0010,A,A,2024-08-07,,,,1994-11,L001,M,2017-02-10,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298688,9E8BCB55F03833E9BDD9E287C713FC55,N0001,E0010,A,A,2024-11-12,,,,1966-12,L001,M,2011-04-15,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298689,B7E8EA79F667A1B3518AA0FEBB758A23,N0002,E0010,A,A,2024-05-24,,,,1976-10,L087,M,2015-02-10,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298690,FA2CEADA61C2E67D23181731291BFBB5,N0001,E0010,A,A,2024-11-26,,,,2002-10,L108,F,2024-11-26,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298691,FA2CEADA61C2E67D23181731291BFBB5,N0002,E0010,A,A,2024-11-26,,,,2002-10,L108,F,2024-11-26,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298692,756265B540EF27D507F81B9DDFF7CBAA,N0002,E0010,A,A,2024-01-30,,,,1989-10,L115,M,2016-12-20,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298693,80F0D7B13ADA44E407B70585C5EF6D57,N0001,E0010,A,A,2024-10-21,,,,1964-09,L001,M,2008-03-14,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298694,AC8DEB87227CB72E78D466AAAA9737C7,N0001,E0010,A,A,2024-03-26,,,,1972-03,L048,F,2008-06-12,4.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,N0
298695,F08850C0D7C88054D09905123CC2AF7B,N0002,E0010,A,A,2024-03-20,,,,1971-02,L001,M,2007-08-16,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298696,A9F6C0D5CA4BC06FE9421B1AA4B60F11,N0001,E0010,A,A,2024-09-23,,,,2003-11,L001,F,2024-07-18,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298697,DEC835E0F8E85E197CCB997DE6D457AC,N0002,E0010,A,A,2024-05-09,,,,1964-01,L001,F,2010-11-18,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298698,6049F956C6143CCE1A6FB9A18ED38E71,N0002,E0010,A,A,2024-03-18,,,,1988-03,L001,F,2007-02-12,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298699,DEC835E0F8E85E197CCB997DE6D457AC,N0001,E0010,A,A,2024-05-09,,,,1964-01,L001,F,2010-11-18,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298700,B9DF5D5A64461F506FDD0168A4B1E9FC,N0002,E0010,A,A,2024-06-05,,,,2004-05,L236,F,2024-06-05,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298701,F6F8670F539251BF0254E1E827DD5FAF,N0002,E0010,A,A,2024-02-09,,,,1977-02,L024,F,2010-08-24,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298702,8BE3CE5EC7ED29C55014D613CDF43D8A,N0002,E0010,A,A,2024-03-20,,,,1980-05,L003,M,2024-03-20,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298703,3AE65DBA5B7F7D7C034F1682D4E43D72,N0001,E0010,A,A,2024-06-03,,,,1990-05,L048,F,2024-06-03,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298704,E70A3F3421462AF397CFCFD133192DDB,N0001,E0010,A,A,2024-05-23,,,,1964-07,L001,M,2010-01-21,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298705,E70A3F3421462AF397CFCFD133192DDB,N0002,E0010,A,A,2024-05-23,,,,1964-07,L001,M,2010-01-21,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298706,74CC232EABB9081A7287159D01A3573A,N0002,E0010,A,A,2024-05-13,,,,1963-11,L001,M,2006-06-23,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298707,A497939FD4C89046D8717B03D9E5D25F,N0002,E0010,A,A,2024-09-19,,,,1989-03,L087,F,2023-10-19,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298708,9888C7CBEA612B509FE871AE812A2801,N0002,E0010,A,A,2024-10-08,,,,1996-10,L024,F,2024-10-08,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298709,4F46F752085148FF74846296E9DB6548,N0001,E0010,A,A,2024-07-08,,,,1979-09,L003,M,2024-07-08,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298710,E17EDADEFC7DB98AC2C063315EE41D2A,N0001,E0010,A,A,2024-06-13,,,,2005-09,L001,M,2023-09-29,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298711,E17EDADEFC7DB98AC2C063315EE41D2A,N0002,E0010,A,A,2024-06-13,,,,2005-09,L001,M,2023-09-29,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298712,0D83D2B1FBFBBFF9DD3F4283BD388919,N0001,E0010,A,A,2024-11-07,,,,1971-04,L315,M,2011-10-19,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298713,EEB914FE56E2AAF23FE3160FEA1BFD10,N0001,E0010,A,A,2024-12-02,,,,1965-02,L001,F,2010-12-20,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298714,0D83D2B1FBFBBFF9DD3F4283BD388919,N0002,E0010,A,A,2024-11-07,,,,1971-04,L315,M,2011-10-19,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298715,D4B95441C93D82351D541BAD7DADEACA,N0002,E0010,A,A,2024-08-21,,,,1997-03,L075,F,2024-08-21,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298716,7D405BED75D95DA1882284B201CD36A4,N0002,E0010,A,A,2024-12-31,,,,1987-08,L001,M,2010-12-13,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298717,32567B45218857D6A48114FAE58188C2,N0002,E0010,A,A,2024-09-26,,,,1968-05,L011,M,2007-04-23,7.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,N0
298718,EF0F4428A7B20459F6DFA9B61F11F3BE,N0001,E0010,A,A,2024-09-27,,,,1993-10,L067,F,2018-03-08,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298719,3E20CBF5D2450360EC7EA7FB90D52D8E,N0001,E0010,A,A,2024-06-03,,,,1986-12,L024,M,2012-02-29,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298720,3E20CBF5D2450360EC7EA7FB90D52D8E,N0002,E0010,A,A,2024-06-03,,,,1986-12,L024,M,2012-02-29,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298721,09A4B4DB11FD7B88969DB811484BC351,N0001,E0010,A,A,2024-07-22,,,,1974-07,L001,F,2010-09-15,4.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,N0
298722,60758E904A5031E402500B0AF473CBB5,N0002,E0010,A,A,2024-12-04,,,,2006-11,L115,M,2024-12-04,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298723,45353B46D4CE58DCF8DC319EC7680276,N0002,E0010,A,A,2024-08-22,,,,1968-11,L074,M,2013-02-07,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298724,C8CE14A2026F74400BD211FA65B92070,N0002,E0010,A,A,2024-05-17,,,,1989-01,L115,M,2013-04-11,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298725,7BE52D2E1C39260321FBC438C3A1B04A,N0002,E0010,A,A,2024-02-01,,,,1995-01,L011,M,2024-01-18,7.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,N0
298726,A5465B67A13FBEDC79DA8E7063B44668,N0002,E0010,A,A,2024-06-07,,,,1975-06,L001,M,2003-11-21,4.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,N0
298727,773379E2C5FE67FD66D581883DF86EDC,N0002,E0010,A,A,2024-08-15,,,,2001-03,L007,M,2024-08-15,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298728,DB056A269CB4A7438B7789154AF37759,N0002,E0010,A,A,2024-09-19,,,,1996-04,L123,M,2014-01-02,,,,,,,,,,,1.0,1.0,,,,,,,,N0
298729,8D7590958535A030B3193468786C5ED7,N0001,E0010,A,A,2024-10-23,,,,1977-10,L001,M,2010-06-18,,,,,,,,,,,1.0,1.0,,,,,,,,N0
