,cust_no,prod_id,event_id,event_type,event_level,event_date,event_term,event_rate,event_amt,birth_ym,loc_cd,gender,init_dt,edu_bg,marriage_situ_cd,D_interval_level,D_deposit_type1,D_deposit_type2,C_credit_level,C_credit_amt_cd,C_credit_type1,C_credit_type2,C_new_flag,N_channel_type,N_channel_type2,A_frtn_type,A_fr_period_type,A_fr_prod_attr,A_fr_prod_type,A_fr_risk_level,P_pay_type1,P_pay_type2,first_cluster_id
334373,B2340B4FE0E0FDEA8B6AF8F26559F77C,A0161,E0015,A,A,2024-02-05,,,,1987-10,L092,F,2022-08-19,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334374,B2340B4FE0E0FDEA8B6AF8F26559F77C,A0167,E0015,A,A,2024-02-05,,,,1987-10,L092,F,2022-08-19,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334375,D885C9B7E10890B0220AADA403303485,A0170,E0015,A,A,2024-03-13,,,,1988-11,L003,F,2012-08-03,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334376,D885C9B7E10890B0220AADA403303485,A0160,E0015,A,A,2024-03-13,,,,1988-11,L003,F,2012-08-03,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334377,B24B991782ABC18452884D311634CCA6,A0161,E0015,A,A,2024-02-09,,,,1944-05,L003,M,2013-07-24,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334378,DD0BC076DB7C2731648551043BE230DF,A0162,E0015,A,A,2024-04-24,,,,1982-10,L052,M,2024-04-23,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334379,EF5F98D83937E8D9798319AC35452B4A,A0161,E0015,A,A,2024-04-10,,,,1962-09,L001,F,2023-03-07,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334380,EF5F98D83937E8D9798319AC35452B4A,A0162,E0015,A,A,2024-04-10,,,,1962-09,L001,F,2023-03-07,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334381,CCE467681BDC4E1DAACB732620EC9E67,A0169,E0015,A,A,2024-12-30,,,,2000-11,L037,F,2024-05-22,3.0,10.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334382,BAF764D3AEA61DD4DC312E266FE38213,A0162,E0015,A,A,2024-04-14,,,,1977-07,L001,M,2016-11-01,4.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334383,FA3381C2141658D0FAEB525D1CC2244C,A0168,E0015,A,A,2024-03-19,,,,1992-03,L001,F,2017-03-16,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334384,FA3381C2141658D0FAEB525D1CC2244C,A0170,E0015,A,A,2024-03-19,,,,1992-03,L001,F,2017-03-16,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334385,F94C98E8E75B272F8D372A776883AB16,A0168,E0015,A,A,2024-12-03,,,,1973-03,L001,F,2012-01-28,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334386,9C2889D3DFACD9BE5E4BE0D0F05E265B,A0161,E0015,A,A,2024-02-18,,,,1986-10,L001,F,2011-03-31,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334387,6AB1B2C1D52F7FC8B910D6887C777321,A0168,E0015,A,A,2024-02-21,,,,1964-03,L001,F,2010-08-09,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334388,6AB1B2C1D52F7FC8B910D6887C777321,A0170,E0015,A,A,2024-02-21,,,,1964-03,L001,F,2010-08-09,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334389,72D2A7C80DD37A6F4EBA7F47571C736C,A0161,E0015,A,A,2024-06-24,,,,1983-03,L024,M,2008-10-23,4.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334390,19F351D5FE3F4C50997155BDAC8AEBAC,A0160,E0015,A,A,2024-09-24,,,,1981-10,L001,M,2012-01-17,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334391,D7DEDBF1B3A79DCED83DB58CEA47F268,A0160,E0015,A,A,2024-12-08,,,,1986-12,L001,M,2010-08-06,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334392,650CE27605D8EEAE633DBC6DA8F087F8,A0161,E0015,A,A,2024-02-07,,,,1989-08,L001,F,2011-12-15,3.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334393,650CE27605D8EEAE633DBC6DA8F087F8,A0160,E0015,A,A,2024-02-07,,,,1989-08,L001,F,2011-12-15,3.0,20.0,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334394,650CE27605D8EEAE633DBC6DA8F087F8,A0177,E0015,A,A,2024-02-07,,,,1989-08,L001,F,2011-12-15,3.0,20.0,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334395,A74A7609C3FB829591385F490EBBE5B4,A0160,E0015,A,A,2024-11-11,,,,1977-12,L001,F,2012-03-02,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334396,C48CDAF0DCB7A0A53AD1695FCF8AEA1A,A0162,E0015,A,A,2024-08-12,,,,1971-12,L001,F,2019-02-20,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334397,AA0D582E6416DC40E40D86A1CC2872E3,A0170,E0015,A,A,2024-04-22,,,,1983-01,L001,F,2011-07-06,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334398,AA0D582E6416DC40E40D86A1CC2872E3,A0162,E0015,A,A,2024-04-22,,,,1983-01,L001,F,2011-07-06,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334399,74A422FBB7A6F729E50A36BD0472F964,A0161,E0015,A,A,2024-06-03,,,,1973-05,L001,F,2018-12-14,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334400,0683C8FCECCAB4F16C7E8CD4296D4015,A0170,E0015,A,A,2024-08-03,,,,1968-05,L001,F,2012-06-20,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334401,19947B622A5E4A20FB5358D2F068449C,A0161,E0015,A,A,2024-03-05,,,,1973-02,L069,F,1899-12-31,8.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334402,E5CBC3BCB0AD631951E637CDA8065E54,A0182,E0015,A,A,2024-08-12,,,,1951-06,L001,F,2010-12-02,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334403,EF051C9632018720E2937C3A3AECFA1E,A0160,E0015,A,A,2024-01-02,,,,1972-03,L001,F,2012-05-25,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334404,D9F1408443775EBF0516B4E4AC55CF28,A0161,E0015,A,A,2024-07-24,,,,1955-07,L048,M,2012-06-26,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334405,D7511BE57FA8476784A3E53EA5BACE1F,A0162,E0015,A,A,2024-02-18,,,,1968-08,L001,F,2009-01-04,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334406,DFDE862024F75EC3A39EDD3FCB2B5EFC,A0162,E0015,A,A,2024-07-05,,,,1972-03,L249,F,2012-12-10,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334407,C974B29755A87A78E60B97A5604458C9,A0160,E0015,A,A,2024-12-02,,,,1948-10,L001,F,2010-12-15,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334408,74639CF12A01E7D32FC2D1520B054743,A0164,E0015,A,A,2024-01-16,,,,1966-11,L001,F,2011-06-27,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334409,D805D0092AE775DA3F8CE07C6211BEAE,A0167,E0015,A,A,2024-01-24,,,,1984-08,L001,F,2010-05-18,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334410,D805D0092AE775DA3F8CE07C6211BEAE,A0160,E0015,A,A,2024-01-24,,,,1984-08,L001,F,2010-05-18,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334411,D805D0092AE775DA3F8CE07C6211BEAE,A0168,E0015,A,A,2024-01-24,,,,1984-08,L001,F,2010-05-18,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334412,D805D0092AE775DA3F8CE07C6211BEAE,A0161,E0015,A,A,2024-01-24,,,,1984-08,L001,F,2010-05-18,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334413,4EC63052335E6E8A8CFAC9AA6904776D,A0161,E0015,A,A,2024-02-29,,,,1962-04,L001,M,2010-08-03,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334414,D2CAA4A2D81F29D657A81D9E33F7B961,A0161,E0015,A,A,2024-12-30,,,,1963-10,L001,M,2011-06-27,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334415,83E88487628AFB0A7F0580FC8F2420BD,A0168,E0015,A,A,2024-05-14,,,,1974-01,L001,F,2011-04-08,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334416,83E88487628AFB0A7F0580FC8F2420BD,A0162,E0015,A,A,2024-05-14,,,,1974-01,L001,F,2011-04-08,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334417,E0764BEC128F6313C97AD5FAD6ABC00B,A0160,E0015,A,A,2024-01-03,,,,1962-08,L001,M,2006-02-13,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334418,C706434B36A1DEC287B744059AE0CC09,A0162,E0015,A,A,2024-02-25,,,,1979-10,L037,F,2011-06-29,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334419,E40DD4555F8875B6C4C225911146A473,A0160,E0015,A,A,2024-02-18,,,,1994-11,L001,M,2011-02-14,3.0,10.0,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334420,79437F9670D6F6D41412251E6EF3AC40,A0162,E0015,A,A,2024-04-09,,,,1974-03,L001,F,2011-07-13,7.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334421,53EADBB1DCDC9724F831B7A5F2848C0C,A0162,E0015,A,A,2024-02-13,,,,1964-01,L001,M,2006-06-23,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334422,53EADBB1DCDC9724F831B7A5F2848C0C,A0161,E0015,A,A,2024-02-13,,,,1964-01,L001,M,2006-06-23,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334423,43129E83E1F44A02F6714AC4D80EE057,A0160,E0015,A,A,2024-11-20,,,,1996-07,L001,F,2021-03-23,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334424,43129E83E1F44A02F6714AC4D80EE057,A0191,E0015,A,A,2024-11-20,,,,1996-07,L001,F,2021-03-23,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334425,750B7369E71E16771D7EF651630F09AC,A0160,E0015,A,A,2024-06-14,,,,1968-04,L024,F,2011-06-29,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334426,08D125784C6B82A967D38DEB0A99F846,A0161,E0015,A,A,2024-11-19,,,,1964-08,L001,M,2010-12-14,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334427,A3939DAAA72A7354318146107AEBCC23,A0161,E0015,A,A,2024-04-10,,,,1988-07,L001,F,2011-10-26,3.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334428,DFA5900E496DB0829DACE971A6899E85,A0161,E0015,A,A,2024-10-17,,,,1988-12,L003,F,2011-05-31,4.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334429,FC26CB278E87368A240D6CC9A6084139,A0167,E0015,A,A,2024-09-02,,,,1967-03,L001,F,2007-02-13,3.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334430,FC26CB278E87368A240D6CC9A6084139,A0168,E0015,A,A,2024-09-02,,,,1967-03,L001,F,2007-02-13,3.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334431,8BF3308CE41737ABC881AFEF26221CCE,A0185,E0015,A,A,2024-09-23,,,,1991-10,L001,F,2007-08-23,3.0,20.0,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334432,9ED2578947834CC6798492613A01ADCB,A0160,E0015,A,A,2024-04-19,,,,1958-03,L001,M,2012-10-11,4.0,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334433,AEAEBB6824689B61005D3E488CDDDB3E,A0161,E0015,A,A,2024-02-22,,,,1951-12,L001,M,2012-02-11,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334434,6B458E5424884C4C1FB19FC797CA8296,A0169,E0015,A,A,2024-12-26,,,,1958-02,L001,F,2011-01-11,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334435,C72830062299080056CB5CEC02051ED5,A0160,E0015,A,A,2024-02-20,,,,1972-10,L028,F,2010-05-07,4.0,20.0,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334436,BDA76C87A9A7F205A3B959EFD7D28E7B,A0160,E0015,A,A,2024-08-26,,,,1957-11,L001,F,2010-03-24,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334437,052CCE66B2B9C7156A83F59A0C12FF74,A0162,E0015,A,A,2024-06-13,,,,1985-09,L001,F,2012-02-27,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334438,3758D74A9982274C0A8591C50C3F57E6,A0164,E0015,A,A,2024-01-16,,,,1990-09,L001,F,2013-11-14,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334439,59F9400D0F0BD55829BD615275B7ADB7,A0189,E0015,A,A,2024-11-07,,,,1959-11,L001,F,2010-09-13,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334440,5FB7BD15E989E3E70ECD83C61358DBB3,A0160,E0015,A,A,2024-07-08,,,,1982-04,L001,M,2011-10-24,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334441,08EF12317B7747B1BFE4726C91D50B64,A0160,E0015,A,A,2024-02-08,,,,1972-11,L001,F,2016-09-06,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334442,2950B844D7C9F311A335C5A8C3FDDC60,A0162,E0015,A,A,2024-05-08,,,,1986-12,L003,F,2010-11-29,2.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334443,665C44CF159076156100007FC4F2153E,A0161,E0015,A,A,2024-02-17,,,,2000-11,L001,F,2018-03-01,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334444,537DEF7D752B9CF4BB468B3EBAA96DC2,A0160,E0015,A,A,2024-06-16,,,,1958-05,L001,F,2011-01-07,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334445,7E5C4722B70F1A60535900421B247D6F,A0167,E0015,A,A,2024-05-18,,,,1953-01,L001,M,2012-07-03,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334446,77E221D4A714F545335180F814F3B742,A0168,E0015,A,A,2024-12-21,,,,1968-06,L023,F,2011-07-20,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334447,77E221D4A714F545335180F814F3B742,A0170,E0015,A,A,2024-12-21,,,,1968-06,L023,F,2011-07-20,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334448,4D21C89439C4D0C0868E90752A5689B2,A0161,E0015,A,A,2024-03-16,,,,1964-11,L001,F,2009-02-03,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334449,0BA543935652FB5355998C743583B374,A0190,E0015,A,A,2024-11-12,,,,1956-03,L001,F,2010-12-14,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334450,D99A62DC5CB2E2E0C5050B7C5971C9C3,A0161,E0015,A,A,2024-03-04,,,,1972-02,L001,M,2010-10-01,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334451,DA3A2AFF098A94EEE998226D0EE4BCFD,A0160,E0015,A,A,2024-12-26,,,,1965-12,L001,M,2012-09-12,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334452,580EB040699971D1CBECC59F32302D40,A0161,E0015,A,A,2024-02-09,,,,1962-03,L001,F,2010-08-27,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334453,FC927E1B7405452B80F0A35B358AF60F,A0161,E0015,A,A,2024-05-11,,,,1944-04,L001,F,2011-09-20,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334454,DE25448F07631DE84E512876EE5BF875,A0170,E0015,A,A,2024-07-18,,,,1980-07,L001,F,2016-01-11,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334455,908BF51921B00EBEBD2892724E1F55C8,A0175,E0015,A,A,2024-03-19,,,,1976-02,L001,F,2005-01-26,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334456,B81D82581A13B5DA4FF831BB7A15C84C,A0160,E0015,A,A,2024-12-09,,,,1956-11,L001,M,2011-02-18,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334457,382EF4EB633A15575FE4AC22CF0A9674,A0161,E0015,A,A,2024-01-08,,,,1973-02,L001,F,2009-12-04,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334458,382EF4EB633A15575FE4AC22CF0A9674,A0164,E0015,A,A,2024-01-08,,,,1973-02,L001,F,2009-12-04,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334459,46B65C238E23D909F8FFE948F1B02AFB,A0161,E0015,A,A,2024-02-13,,,,1994-09,L001,F,2018-05-29,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334460,D784869BC0A08F5944E3D290146B9B1D,A0161,E0015,A,A,2024-01-18,,,,1963-10,L001,M,2006-06-27,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334461,5803FAA360847678AEDA6136C48ADFB5,A0160,E0015,A,A,2024-03-01,,,,1939-11,L119,F,2010-11-04,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334462,CA2D5C212606C050A1667646A610AA77,A0162,E0015,A,A,2024-08-25,,,,1974-04,L001,F,2011-01-11,4.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334463,40D55D7DCB84F94C903B8FFB22B40A20,A0161,E0015,A,A,2024-12-25,,,,1952-05,L001,M,2011-07-28,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334464,48BC1B48FB091071E42D472518F867B1,A0162,E0015,A,A,2024-01-30,,,,1965-02,L021,F,2011-01-19,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334465,F9CF834EDD8A50F6F94C4C4B89341F9E,A0173,E0015,A,A,2024-02-20,,,,1981-12,L001,F,2008-11-25,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334466,C1E84A1D986013958AB3D0F715F1BA7D,A0161,E0015,A,A,2024-05-31,,,,1954-06,L001,F,2010-12-17,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334467,A2570815FB625F4DFECE8AB974C658E5,A0163,E0015,A,A,2024-01-03,,,,1975-07,L001,F,2011-12-07,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334468,B369A8390978F70320511631700AF195,A0160,E0015,A,A,2024-05-07,,,,1967-05,L001,F,2010-03-12,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334469,3111544669CA4EC452A246F8C2C5BE2A,A0178,E0015,A,A,2024-05-10,,,,1945-11,L001,F,2007-01-23,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334470,D6412098DDC64D42B787C9D4D2D09FCF,A0170,E0015,A,A,2024-03-27,,,,1987-08,L001,M,2010-07-21,3.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334471,D6412098DDC64D42B787C9D4D2D09FCF,A0161,E0015,A,A,2024-03-27,,,,1987-08,L001,M,2010-07-21,3.0,20.0,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334472,A5198A904238187F4ABEDED96E5109C2,A0160,E0015,A,A,2024-11-28,,,,1954-07,L001,F,2011-08-09,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334473,AD1F2618618B17D6C02F6EAB5A94ACDB,A0160,E0015,A,A,2024-08-06,,,,1974-08,L016,F,2010-09-19,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334474,9DE22A22105DC68FD0DDE404CB749BD9,A0161,E0015,A,A,2024-01-17,,,,1971-04,L001,F,2011-04-02,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334475,9DE22A22105DC68FD0DDE404CB749BD9,A0167,E0015,A,A,2024-01-17,,,,1971-04,L001,F,2011-04-02,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334476,6780FD175763712852D1E00552906ED4,A0161,E0015,A,A,2024-05-14,,,,1973-12,L001,M,2011-10-21,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334477,6780FD175763712852D1E00552906ED4,A0160,E0015,A,A,2024-05-14,,,,1973-12,L001,M,2011-10-21,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334478,89AADA7816D87855B311EBC78D5048DB,A0187,E0015,A,A,2024-10-23,,,,1962-11,L001,F,2011-09-08,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334479,4EC8DF0EA23AE41080041638F031DCD3,A0161,E0015,A,A,2024-04-20,,,,1957-06,L001,F,2011-12-23,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334480,4EC8DF0EA23AE41080041638F031DCD3,A0162,E0015,A,A,2024-04-20,,,,1957-06,L001,F,2011-12-23,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334481,33AC55AE4A009A4E68AB438B222BDFC5,A0161,E0015,A,A,2024-03-11,,,,1966-11,L001,F,2010-07-14,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334482,8B5B52C08D1BEA8F4EA4976CAE6C2AC6,A0160,E0015,A,A,2024-05-14,,,,1963-12,L001,F,2013-12-17,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334483,8844474C32F3DFB6BC779A161543D792,A0162,E0015,A,A,2024-05-14,,,,1966-10,L088,M,2008-12-12,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334484,8844474C32F3DFB6BC779A161543D792,A0178,E0015,A,A,2024-05-14,,,,1966-10,L088,M,2008-12-12,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,A7
334485,05CC76A302AF50CE37F8C5F5BD221B99,A0160,E0015,A,A,2024-01-25,,,,1957-09,L001,F,2012-09-06,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334486,EEAAB0C4B340B01E5FB5B3099BB3C41F,A0160,E0015,A,A,2024-07-01,,,,1958-04,L001,F,2011-11-29,,,,,,,,,,,,,1.0,3.0,4.0,0.0,2.0,,,A5
334487,EEAAB0C4B340B01E5FB5B3099BB3C41F,A0168,E0015,A,A,2024-07-01,,,,1958-04,L001,F,2011-11-29,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334488,B2B6DE486C9A2AC70A8A33D205E927F8,A0162,E0015,A,A,2024-04-23,,,,1991-08,L001,M,2016-07-22,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334489,B2B6DE486C9A2AC70A8A33D205E927F8,A0168,E0015,A,A,2024-04-23,,,,1991-08,L001,M,2016-07-22,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334490,B2B6DE486C9A2AC70A8A33D205E927F8,A0161,E0015,A,A,2024-04-23,,,,1991-08,L001,M,2016-07-22,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334491,29B6ED452759F827D06DE16BC67B84B5,A0170,E0015,A,A,2024-05-23,,,,1988-10,L001,M,2012-01-30,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334492,C92660D905C7F3099F55C89841EDFE34,A0161,E0015,A,A,2024-06-06,,,,1964-01,L001,F,2008-07-22,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
334493,3B0BCB90468E464584FCB62BF29C9E43,A0170,E0015,A,A,2024-05-04,,,,1998-07,L001,F,2024-05-04,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,,,A6
