cust_no,rank,prod_id,score2
C0000248,2,P00140,0.15970981641590562
C0000248,3,P00236,0.15970981641590562
C0000248,4,D0039,0.023702938079086525
C0000248,5,D0096,0.023702938079086525
C0000252,1,D0009,0.023702938079086525
C0000252,2,D0015,0.023702938079086525
C0000252,3,D0024,0.023702938079086525
C0000252,4,D0070,0.023702938079086525
C0000252,5,D0100,0.023702938079086525
C0000258,1,P00352,0.15970981641590562
C0000258,2,P00472,0.15970981641590562
C0000258,3,D0061,0.023702938079086525
C0000258,4,D0067,0.023702938079086525
C0000258,5,D0039,0.023702938079086525
C0000266,1,P00443,0.15970981641590562
C0000266,2,P00243,0.15970981641590562
C0000266,3,P00467,0.15970981641590562
C0000266,4,P00045,0.15970981641590562
C0000266,5,P00190,0.15970981641590562
C0000274,1,D0072,0.023702938079086525
C0000274,2,D0026,0.023702938079086525
C0000274,3,D0050,0.023702938079086525
C0000274,4,D0023,0.023702938079086525
C0000274,5,D0033,0.023702938079086525
C0000275,1,D0020,0.023702938079086525
C0000275,2,D0004,0.023702938079086525
C0000275,3,D0025,0.023702938079086525
C0000275,4,D0031,0.023702938079086525
C0000275,5,D0017,0.023702938079086525
C0000279,1,D0055,0.023702938079086525
C0000279,2,D0077,0.023702938079086525
C0000279,3,D0066,0.023702938079086525
C0000279,4,D0035,0.023702938079086525
C0000279,5,D0001,0.023702938079086525
C0000286,1,P00036,0.15970981641590562
C0000286,2,D0045,0.023702938079086525
C0000286,3,D0047,0.023702938079086525
C0000286,4,D0098,0.023702938079086525
C0000286,5,D0035,0.023702938079086525
C0000287,1,D0068,0.023702938079086525
C0000287,2,D0039,0.023702938079086525
C0000287,3,D0088,0.023702938079086525
C0000287,4,D0006,0.023702938079086525
C0000287,5,D0016,0.023702938079086525
C0000291,1,D0046,0.023702938079086525
C0000291,2,D0059,0.023702938079086525
C0000291,3,D0008,0.023702938079086525
C0000291,4,D0057,0.023702938079086525
C0000291,5,D0064,0.023702938079086525
C0000292,1,P00083,0.15970981641590562
C0000292,2,D0076,0.023702938079086525
C0000292,3,D0052,0.023702938079086525
C0000292,4,D0012,0.023702938079086525
C0000292,5,D0031,0.023702938079086525
C0000294,1,P00027,0.15970981641590562
C0000294,2,P00180,0.15970981641590562
C0000294,3,D0077,0.023702938079086525
C0000294,4,D0078,0.023702938079086525
C0000294,5,D0060,0.023702938079086525
C0000314,1,P00432,0.15970981641590562
C0000314,2,D0030,0.023702938079086525
C0000314,3,D0042,0.023702938079086525
C0000314,4,D0068,0.023702938079086525
C0000314,5,D0057,0.023702938079086525
C0000323,1,P00477,0.15970981641590562
C0000323,2,D0080,0.023702938079086525
C0000323,3,D0001,0.023702938079086525
C0000323,4,D0053,0.023702938079086525
C0000323,5,D0096,0.023702938079086525
C0000324,1,P00127,0.15970981641590562
C0000324,2,P00185,0.15970981641590562
C0000324,3,D0042,0.023702938079086525
C0000324,4,D0069,0.023702938079086525
C0000324,5,D0094,0.023702938079086525
C0000327,1,D0085,0.023702938079086525
C0000327,2,D0050,0.023702938079086525
C0000327,3,D0042,0.023702938079086525
C0000327,4,D0011,0.023702938079086525
C0000327,5,D0010,0.023702938079086525
C0000328,1,D0016,0.023702938079086525
C0000328,2,D0026,0.023702938079086525
C0000328,3,D0089,0.023702938079086525
C0000328,4,D0035,0.023702938079086525
C0000328,5,D0094,0.023702938079086525
C0000340,1,P00458,0.15970981641590562
C0000340,2,P00277,0.15970981641590562
C0000340,3,D0096,0.023702938079086525
C0000340,4,D0064,0.023702938079086525
C0000340,5,D0044,0.023702938079086525
C0000342,1,P00329,0.15970981641590562
C0000342,2,D0006,0.023702938079086525
C0000342,3,D0070,0.023702938079086525
C0000342,4,D0017,0.023702938079086525
C0000342,5,D0042,0.023702938079086525
C0000345,1,P00020,0.15970981641590562
C0000345,2,D0014,0.023702938079086525
C0000345,3,D0084,0.023702938079086525
C0000345,4,D0043,0.023702938079086525
C0000345,5,D0019,0.023702938079086525
C0000347,1,P00239,0.15970981641590562
C0000347,2,P00456,0.15970981641590562
C0000347,3,D0089,0.023702938079086525
C0000347,4,D0075,0.023702938079086525
C0000347,5,D0098,0.023702938079086525
C0000352,1,P00163,0.15970981641590562
C0000352,2,D0085,0.023702938079086525
C0000352,3,D0094,0.023702938079086525
C0000352,4,D0090,0.023702938079086525
C0000352,5,D0041,0.023702938079086525
C0000360,1,D0063,0.023702938079086525
C0000360,2,D0100,0.023702938079086525
C0000360,3,D0032,0.023702938079086525
C0000360,4,D0090,0.023702938079086525
C0000360,5,D0056,0.023702938079086525
C0000362,1,D0026,0.023702938079086525
C0000362,2,D0037,0.023702938079086525
C0000362,3,D0020,0.023702938079086525
C0000362,4,D0079,0.023702938079086525
C0000362,5,D0057,0.023702938079086525
C0000380,1,P00328,0.15970981641590562
C0000380,2,P00327,0.15970981641590562
C0000380,3,P00153,0.15970981641590562
C0000380,4,D0036,0.023702938079086525
C0000380,5,D0047,0.023702938079086525
C0000386,1,P00280,0.15970981641590562
C0000386,2,D0001,0.023702938079086525
C0000386,3,D0005,0.023702938079086525
C0000386,4,D0014,0.023702938079086525
C0000386,5,D0064,0.023702938079086525
C0000388,1,D0065,0.023702938079086525
C0000388,2,D0055,0.023702938079086525
C0000388,3,D0086,0.023702938079086525
C0000388,4,D0056,0.023702938079086525
C0000388,5,D0021,0.023702938079086525
C0000397,1,D0072,0.023702938079086525
C0000397,2,D0016,0.023702938079086525
C0000397,3,D0078,0.023702938079086525
C0000397,4,D0054,0.023702938079086525
C0000397,5,D0042,0.023702938079086525
C0000402,1,P00498,0.15970981641590562
C0000402,2,P00150,0.15970981641590562
C0000402,3,P00180,0.15970981641590562
C0000402,4,D0068,0.023702938079086525
C0000402,5,D0026,0.023702938079086525
C0000410,1,D0024,0.023702938079086525
C0000410,2,D0098,0.023702938079086525
C0000410,3,D0097,0.023702938079086525
C0000410,4,D0007,0.023702938079086525
C0000410,5,D0032,0.023702938079086525
C0000411,1,D0029,0.023702938079086525
C0000411,2,D0011,0.023702938079086525
C0000411,3,D0062,0.023702938079086525
C0000411,4,D0067,0.023702938079086525
C0000411,5,D0049,0.023702938079086525
C0000412,1,P00216,0.15970981641590562
C0000412,2,P00398,0.15970981641590562
C0000412,3,D0072,0.023702938079086525
C0000412,4,D0051,0.023702938079086525
C0000412,5,D0062,0.023702938079086525
C0000424,1,P00313,0.15970981641590562
C0000424,2,D0067,0.023702938079086525
C0000424,3,D0012,0.023702938079086525
C0000424,4,D0042,0.023702938079086525
C0000424,5,D0061,0.023702938079086525
C0000425,1,D0056,0.023702938079086525
C0000425,2,D0091,0.023702938079086525
C0000425,3,D0005,0.023702938079086525
C0000425,4,D0077,0.023702938079086525
C0000425,5,D0070,0.023702938079086525
C0000427,1,D0036,0.023702938079086525
C0000427,2,D0014,0.023702938079086525
C0000427,3,D0072,0.023702938079086525
C0000427,4,D0010,0.023702938079086525
C0000427,5,D0086,0.023702938079086525
C0000432,1,D0100,0.023702938079086525
C0000432,2,D0041,0.023702938079086525
C0000432,3,D0022,0.023702938079086525
C0000432,4,D0093,0.023702938079086525
C0000432,5,D0059,0.023702938079086525
C0000439,1,D0058,0.023702938079086525
C0000439,2,D0028,0.023702938079086525
C0000439,3,D0074,0.023702938079086525
C0000439,4,D0054,0.023702938079086525
C0000439,5,D0053,0.023702938079086525
C0000448,1,D0049,0.023702938079086525
C0000448,2,D0061,0.023702938079086525
C0000448,3,D0011,0.023702938079086525
C0000448,4,D0078,0.023702938079086525
C0000448,5,D0031,0.023702938079086525
C0000450,1,P00042,0.15970981641590562
C0000450,2,D0099,0.023702938079086525
C0000450,3,D0089,0.023702938079086525
C0000450,4,D0090,0.023702938079086525
C0000450,5,D0018,0.023702938079086525
C0000451,1,D0048,0.023702938079086525
C0000451,2,D0025,0.023702938079086525
C0000451,3,D0043,0.023702938079086525
C0000451,4,D0017,0.023702938079086525
C0000451,5,D0045,0.023702938079086525
C0000452,1,P00432,0.15970981641590562
C0000452,2,P00437,0.15970981641590562
C0000452,3,D0070,0.023702938079086525
C0000452,4,D0017,0.023702938079086525
C0000452,5,D0009,0.023702938079086525
C0000460,1,P00455,0.15970981641590562
C0000460,2,P00355,0.15970981641590562
C0000460,3,D0054,0.023702938079086525
C0000460,4,D0084,0.023702938079086525
C0000460,5,D0072,0.023702938079086525
C0000461,1,P00048,0.15970981641590562
C0000461,2,P00352,0.15970981641590562
C0000461,3,D0079,0.023702938079086525
C0000461,4,D0020,0.023702938079086525
C0000461,5,D0073,0.023702938079086525
C0000467,1,P00065,0.15970981641590562
C0000467,2,D0073,0.023702938079086525
C0000467,3,D0053,0.023702938079086525
C0000467,4,D0087,0.023702938079086525
C0000467,5,D0058,0.023702938079086525
C0000468,1,P00426,0.15970981641590562
C0000468,2,D0013,0.023702938079086525
C0000468,3,D0011,0.023702938079086525
C0000468,4,D0089,0.023702938079086525
C0000468,5,D0022,0.023702938079086525
C0000475,1,P00299,0.15970981641590562
C0000475,2,D0063,0.023702938079086525
C0000475,3,D0081,0.023702938079086525
C0000475,4,D0084,0.023702938079086525
C0000475,5,D0039,0.023702938079086525
C0000477,1,P00492,0.15970981641590562
C0000477,2,P00066,0.15970981641590562
C0000477,3,P00471,0.15970981641590562
C0000477,4,D0100,0.023702938079086525
C0000477,5,D0098,0.023702938079086525
C0000483,1,P00260,0.15970981641590562
C0000483,2,P00274,0.15970981641590562
C0000483,3,P00182,0.15970981641590562
C0000483,4,D0004,0.023702938079086525
C0000483,5,D0019,0.023702938079086525
C0000484,1,D0053,0.023702938079086525
C0000484,2,D0021,0.023702938079086525
C0000484,3,D0086,0.023702938079086525
C0000484,4,D0016,0.023702938079086525
C0000484,5,D0079,0.023702938079086525
C0000485,1,P00204,0.15970981641590562
C0000485,2,P00354,0.15970981641590562
C0000485,3,P00496,0.15970981641590562
C0000485,4,D0031,0.023702938079086525
C0000485,5,D0092,0.023702938079086525
C0000486,1,D0006,0.023702938079086525
C0000486,2,D0088,0.023702938079086525
C0000486,3,D0002,0.023702938079086525
C0000486,4,D0097,0.023702938079086525
C0000486,5,D0064,0.023702938079086525
C0000488,1,D0024,0.023702938079086525
C0000488,2,D0040,0.023702938079086525
C0000488,3,D0074,0.023702938079086525
C0000488,4,D0038,0.023702938079086525
C0000488,5,D0016,0.023702938079086525
C0000500,1,P00190,0.15970981641590562
C0000500,2,D0030,0.023702938079086525
C0000500,3,D0085,0.023702938079086525
C0000500,4,D0070,0.023702938079086525
C0000500,5,D0081,0.023702938079086525
C0000504,1,P00499,0.15970981641590562
C0000504,2,P00195,0.15970981641590562
C0000504,3,D0060,0.023702938079086525
C0000504,4,D0087,0.023702938079086525
C0000504,5,D0015,0.023702938079086525
C0000514,1,P00329,0.15970981641590562
C0000514,2,P00328,0.15970981641590562
C0000514,3,D0007,0.023702938079086525
C0000514,4,D0067,0.023702938079086525
C0000514,5,D0045,0.023702938079086525
C0000536,1,D0017,0.023702938079086525
C0000536,2,D0043,0.023702938079086525
C0000536,3,D0009,0.023702938079086525
C0000536,4,D0061,0.023702938079086525
C0000536,5,D0048,0.023702938079086525
C0000543,1,P00306,0.15970981641590562
C0000543,2,P00411,0.15970981641590562
C0000543,3,D0044,0.023702938079086525
C0000543,4,D0008,0.023702938079086525
C0000543,5,D0063,0.023702938079086525
C0000550,1,D0039,0.023702938079086525
C0000550,2,D0079,0.023702938079086525
C0000550,3,D0032,0.023702938079086525
C0000550,4,D0014,0.023702938079086525
C0000550,5,D0051,0.023702938079086525
C0000554,1,P00428,0.15970981641590562
C0000554,2,D0051,0.023702938079086525
C0000554,3,D0034,0.023702938079086525
C0000554,4,D0088,0.023702938079086525
C0000554,5,D0042,0.023702938079086525
C0000559,1,P00086,0.15970981641590562
C0000559,2,P00043,0.15970981641590562
C0000559,3,D0001,0.023702938079086525
C0000559,4,D0049,0.023702938079086525
C0000559,5,D0042,0.023702938079086525
C0000564,1,P00111,0.15970981641590562
C0000564,2,P00302,0.15970981641590562
C0000564,3,P00416,0.15970981641590562
C0000564,4,D0019,0.023702938079086525
C0000564,5,D0094,0.023702938079086525
C0000577,1,P00041,0.15970981641590562
C0000577,2,P00145,0.15970981641590562
C0000577,3,D0050,0.023702938079086525
C0000577,4,D0068,0.023702938079086525
C0000577,5,D0041,0.023702938079086525
C0000587,1,D0058,0.023702938079086525
C0000587,2,D0060,0.023702938079086525
C0000587,3,D0027,0.023702938079086525
C0000587,4,D0028,0.023702938079086525
C0000587,5,D0006,0.023702938079086525
C0000602,1,P00469,0.15970981641590562
C0000602,2,P00271,0.15970981641590562
C0000602,3,D0090,0.023702938079086525
C0000602,4,D0025,0.023702938079086525
C0000602,5,D0049,0.023702938079086525
C0000607,1,D0095,0.023702938079086525
C0000607,2,D0013,0.023702938079086525
C0000607,3,D0099,0.023702938079086525
C0000607,4,D0061,0.023702938079086525
C0000607,5,D0033,0.023702938079086525
C0000609,1,D0011,0.023702938079086525
C0000609,2,D0002,0.023702938079086525
C0000609,3,D0100,0.023702938079086525
C0000609,4,D0041,0.023702938079086525
C0000609,5,D0023,0.023702938079086525
C0000622,1,P00279,0.15970981641590562
C0000622,2,P00355,0.15970981641590562
C0000622,3,D0080,0.023702938079086525
C0000622,4,D0089,0.023702938079086525
C0000622,5,D0069,0.023702938079086525
C0000632,1,P00097,0.15970981641590562
C0000632,2,D0100,0.023702938079086525
C0000632,3,D0017,0.023702938079086525
C0000632,4,D0018,0.023702938079086525
C0000632,5,D0044,0.023702938079086525
C0000636,1,D0034,0.023702938079086525
C0000636,2,D0044,0.023702938079086525
C0000636,3,D0069,0.023702938079086525
C0000636,4,D0056,0.023702938079086525
C0000636,5,D0082,0.023702938079086525
C0000641,1,P00010,0.15970981641590562
C0000641,2,D0055,0.023702938079086525
C0000641,3,D0016,0.023702938079086525
C0000641,4,D0053,0.023702938079086525
C0000641,5,D0095,0.023702938079086525
C0000648,1,D0034,0.023702938079086525
C0000648,2,D0040,0.023702938079086525
C0000648,3,D0087,0.023702938079086525
C0000648,4,D0050,0.023702938079086525
C0000648,5,D0049,0.023702938079086525
C0000652,1,P00329,0.15970981641590562
C0000652,2,P00160,0.15970981641590562
C0000652,3,D0053,0.023702938079086525
C0000652,4,D0001,0.023702938079086525
C0000652,5,D0092,0.023702938079086525
C0000656,1,P00291,0.15970981641590562
C0000656,2,P00155,0.15970981641590562
C0000656,3,P00129,0.15970981641590562
C0000656,4,D0078,0.023702938079086525
C0000656,5,D0032,0.023702938079086525
C0000658,1,P00458,0.15970981641590562
C0000658,2,D0069,0.023702938079086525
C0000658,3,D0043,0.023702938079086525
C0000658,4,D0066,0.023702938079086525
C0000658,5,D0078,0.023702938079086525
C0000665,1,P00306,0.15970981641590562
C0000665,2,P00323,0.15970981641590562
C0000665,3,P00088,0.15970981641590562
C0000665,4,D0008,0.023702938079086525
C0000665,5,D0082,0.023702938079086525
C0000669,1,D0041,0.023702938079086525
C0000669,2,D0079,0.023702938079086525
C0000669,3,D0027,0.023702938079086525
C0000669,4,D0086,0.023702938079086525
C0000669,5,D0010,0.023702938079086525
C0000689,1,P00114,0.15970981641590562
C0000689,2,P00041,0.15970981641590562
C0000689,3,D0090,0.023702938079086525
C0000689,4,D0039,0.023702938079086525
C0000689,5,D0013,0.023702938079086525
C0000696,1,P00097,0.15970981641590562
C0000696,2,P00362,0.15970981641590562
C0000696,3,D0090,0.023702938079086525
C0000696,4,D0039,0.023702938079086525
C0000696,5,D0019,0.023702938079086525
C0000698,1,P00426,0.15970981641590562
C0000698,2,P00264,0.15970981641590562
C0000698,3,D0075,0.023702938079086525
C0000698,4,D0059,0.023702938079086525
C0000698,5,D0001,0.023702938079086525
C0000706,1,D0019,0.023702938079086525
C0000706,2,D0063,0.023702938079086525
C0000706,3,D0001,0.023702938079086525
C0000706,4,D0096,0.023702938079086525
C0000706,5,D0073,0.023702938079086525
C0000708,1,P00346,0.15970981641590562
C0000708,2,P00198,0.15970981641590562
C0000708,3,D0035,0.023702938079086525
C0000708,4,D0042,0.023702938079086525
C0000708,5,D0057,0.023702938079086525
C0000709,1,P00038,0.15970981641590562
C0000709,2,D0028,0.023702938079086525
C0000709,3,D0088,0.023702938079086525
C0000709,4,D0004,0.023702938079086525
C0000709,5,D0079,0.023702938079086525
C0000715,1,P00052,0.15970981641590562
C0000715,2,D0047,0.023702938079086525
C0000715,3,D0009,0.023702938079086525
C0000715,4,D0061,0.023702938079086525
C0000715,5,D0085,0.023702938079086525
C0000716,1,D0091,0.023702938079086525
C0000716,2,D0059,0.023702938079086525
C0000716,3,D0054,0.023702938079086525
C0000716,4,D0025,0.023702938079086525
C0000716,5,D0022,0.023702938079086525
C0000719,1,D0001,0.023702938079086525
C0000719,2,D0092,0.023702938079086525
C0000719,3,D0016,0.023702938079086525
C0000719,4,D0050,0.023702938079086525
C0000719,5,D0080,0.023702938079086525
C0000721,1,P00041,0.15970981641590562
C0000721,2,D0072,0.023702938079086525
C0000721,3,D0012,0.023702938079086525
C0000721,4,D0085,0.023702938079086525
C0000721,5,D0100,0.023702938079086525
C0000725,1,P00189,0.15970981641590562
C0000725,2,D0083,0.023702938079086525
C0000725,3,D0082,0.023702938079086525
C0000725,4,D0064,0.023702938079086525
C0000725,5,D0063,0.023702938079086525
C0000730,1,P00319,0.15970981641590562
C0000730,2,D0049,0.023702938079086525
C0000730,3,D0026,0.023702938079086525
C0000730,4,D0063,0.023702938079086525
C0000730,5,D0093,0.023702938079086525
C0000734,1,D0048,0.023702938079086525
C0000734,2,D0088,0.023702938079086525
C0000734,3,D0070,0.023702938079086525
C0000734,4,D0003,0.023702938079086525
C0000734,5,D0092,0.023702938079086525
C0000736,1,D0038,0.023702938079086525
C0000736,2,D0002,0.023702938079086525
C0000736,3,D0022,0.023702938079086525
C0000736,4,D0071,0.023702938079086525
C0000736,5,D0094,0.023702938079086525
C0000737,1,P00059,0.15970981641590562
C0000737,2,D0048,0.023702938079086525
C0000737,3,D0067,0.023702938079086525
C0000737,4,D0021,0.023702938079086525
C0000737,5,D0059,0.023702938079086525
C0000739,1,D0018,0.023702938079086525
C0000739,2,D0064,0.023702938079086525
C0000739,3,D0056,0.023702938079086525
C0000739,4,D0039,0.023702938079086525
C0000739,5,D0002,0.023702938079086525
C0000742,1,D0096,0.023702938079086525
C0000742,2,D0065,0.023702938079086525
C0000742,3,D0037,0.023702938079086525
C0000742,4,D0006,0.023702938079086525
C0000742,5,D0042,0.023702938079086525
C0000745,1,D0053,0.023702938079086525
C0000745,2,D0071,0.023702938079086525
C0000745,3,D0044,0.023702938079086525
C0000745,4,D0076,0.023702938079086525
C0000745,5,D0092,0.023702938079086525
C0000752,1,D0048,0.023702938079086525
C0000752,2,D0037,0.023702938079086525
C0000752,3,D0068,0.023702938079086525
C0000752,4,D0002,0.023702938079086525
C0000752,5,D0098,0.023702938079086525
C0000796,1,P00163,0.15970981641590562
C0000796,2,D0035,0.023702938079086525
C0000796,3,D0018,0.023702938079086525
